	Log2(FC)	Log10(Adj. P-value)
Haghl	0.165145	0.091985
Sgpp1	0.161182	0.091985
Bicd2	0.131514	0.091985
Sspn	0.114866	0.091985
Rpl7l1	0.103988	0.091985
Tars	0.093478	0.091985
Kcnma1	0.092347	0.091985
Araf	0.090018	0.091985
Wwp1	0.085673	0.091985
Mbnl2	0.074745	0.091985
Atp5a1	0.067309	0.091985
Nedd4l	-0.073657	0.091985
Sf3b2	-0.07368	0.091985
Mapkapk2	-0.07958	0.091985
Keap1	-0.084178	0.091985
Atg12	-0.084569	0.091985
Tbc1d15	-0.091328	0.091985
Tia1	-0.096136	0.091985
Mfap1b	-0.099378	0.091985
Krtcap2	-0.110992	0.091985
Pcyt1a	-0.11627	0.091985
Mien1	-0.116359	0.091985
Wdtc1	-0.118704	0.091985
Npc2	-0.120671	0.091985
Lig1	-0.121529	0.091985
Wdr41	-0.122433	0.091985
Dhdds	-0.124154	0.091985
Rnf103	-0.125941	0.091985
Tspan4	-0.13382	0.091985
Arl10	-0.151648	0.091985
Smg7	-0.153339	0.091985
2810002D19Rik	-0.162092	0.091985
Athl1	-0.162926	0.091985
Nr2e3	-0.175067	0.091985
Mtcp1	-0.176161	0.091985
Kbtbd3	-0.203077	0.091985
Srpx	-0.211132	0.091985
Slc7a2	-0.226429	0.091985
Lck	-0.2517	0.091985
Zfp335os	-0.258272	0.091985
Nrsn1	-0.265592	0.091985
Ddx25	-0.300334	0.091985
Myo1g	-0.323583	0.091985
Ccdc60	-0.339096	0.091985
Rasgrp1	-0.339902	0.091985
Fam184a	-0.341585	0.091985
Efna2	-0.358485	0.091985
Tdrp	-0.35876	0.091985
Oas1b	-0.3596	0.091985
Ispd	-0.362575	0.091985
Gm10012	-0.419198	0.091985
1700003I22Rik	-0.586806	0.091985
Gm24505	-0.716436	0.091985
H2-Ke6	-0.744396	0.091985
Csta1	-0.775433	0.091985
Gm20528	-1.022104	0.091985
Ndst3	0.362934	0.091967
Slc35a2	0.201186	0.091967
Stau1	0.090167	0.091967
Sfpq	-0.071728	0.091967
Ackr1	-0.318406	0.091967
RP23-461O23.2	-0.502797	0.091967
Tubgcp3	-0.160353	0.091891
Rnf187	-0.09774	0.091795
Fam73b	0.131967	0.09168
Prpf38a	0.122918	0.09145
Zfp346	-0.165366	0.09145
5330426P16Rik	-0.215392	0.09145
Coil	-0.327947	0.09145
Rpl24	-0.243074	0.091381
B230325K18Rik	-0.184119	0.091334
Tbcb	0.096045	0.091272
Pkn3	-0.196544	0.091196
5430403G16Rik	-0.280118	0.091196
Ropn1l	-0.389436	0.091196
Gm26542	0.713718	0.091116
Il22ra1	0.682248	0.091116
Gm11240	0.397002	0.091116
Gm15937	0.302379	0.091116
Grk5	0.182966	0.091116
Rpl30	0.181892	0.091116
Scarb1	0.144085	0.091116
1700017B05Rik	0.137493	0.091116
Tfpi	0.136694	0.091116
Srpr	0.121709	0.091116
Pxn	0.113917	0.091116
Ocrl	0.103576	0.091116
Dnmt1	0.089567	0.091116
Cpsf2	0.078749	0.091116
Jkamp	-0.079966	0.091116
Yif1a	-0.086555	0.091116
Nfx1	-0.092161	0.091116
Piwil4	-0.106851	0.091116
Serpine2	-0.107305	0.091116
Mri1	-0.140835	0.091116
Soga1	-0.164654	0.091116
Rpl38-ps2	-0.177245	0.091116
Gm8995	-0.28053	0.091116
Tifab	-0.291279	0.091116
Tubd1	-0.296456	0.091116
Gm16287	-0.334994	0.091116
Dlx1	-0.389045	0.091116
Gpr82	-0.809606	0.091116
Gm23037	0.783848	0.091109
Rps12-ps19	0.681396	0.091103
Tmem170b	0.228901	0.091103
Prpf31	-0.14558	0.091103
Cd83	-0.212032	0.091103
Unc45b	-0.265271	0.091103
Hexb	-0.139534	0.091088
Yam1	-0.257893	0.091088
Ptpru	-0.192223	0.090989
Rbm43	-0.222529	0.090884
St8sia1	0.678628	0.090869
Denr	0.089757	0.090869
Atp5b	-0.076578	0.090861
Cnot8	-0.126219	0.090861
Gm24920	0.469201	0.090845
Lrsam1	-0.245906	0.090829
Gm9968	0.811577	0.090749
Dscc1	0.328835	0.090741
Myo5c	0.113748	0.090741
Pdzrn3	0.150959	0.090736
Sema5a	-0.082159	0.090717
Egln3	-0.097114	0.090717
Slc25a34	-0.193282	0.090717
Adnp	0.723592	0.09063
Fam45a	0.159108	0.09063
Mgat3	0.148993	0.09063
Camk2d	0.080928	0.09063
Haus6	-0.14045	0.09063
Lpin2	-0.129252	0.090614
Rnf121	0.085325	0.0906
Sema5b	0.577898	0.090441
Txk	0.274468	0.090441
Sqle	0.11311	0.090441
Ppp2r5c	-0.079273	0.090441
1810021B22Rik	-0.21304	0.090441
Gm12844	-0.490885	0.090441
Elac1	-0.155862	0.090425
Smim1	-0.227641	0.090149
Lrba	-0.071391	0.090139
Timd4	0.469892	0.090102
Nr5a2	-0.104433	0.090027
Nptxr	-0.193765	0.089993
Tas1r3	0.731864	0.089976
D130051D11Rik	0.69102	0.089976
Cyp46a1	0.688041	0.089976
Mst1	0.670406	0.089976
Rps6ka2	0.621714	0.089976
Htatsf1	0.116642	0.089976
Epm2aip1	-0.088722	0.089976
Rhoa	-0.100676	0.089976
Tbl2	-0.127502	0.089976
Haus7	-0.377733	0.089976
Cmtm5	0.333687	0.089936
Snhg3	0.164751	0.089936
Tmem219	0.119016	0.089936
Arhgef16	0.090033	0.089936
Pak1ip1	-0.076827	0.089936
Rplp0	-0.088323	0.089936
H2-Q2	-0.128227	0.089936
Enox2	-0.128431	0.089936
Arl6	-0.180767	0.089936
Asgr1	-0.512108	0.089936
Dus1l	-0.171684	0.089824
Tmem38b	0.136284	0.089691
RP23-44N5.3	-0.284314	0.089691
Mga	-0.083291	0.089682
Gm28693	0.240393	0.08966
Uhrf1bp1	0.192872	0.08966
Gm27029	0.263407	0.089501
Rbm18	-0.100161	0.089433
Syt4	0.160413	0.089315
Zfp952	-0.157072	0.089013
Ssc4d	-0.674062	0.089013
Tacc1	0.090019	0.088887
Ctnnd1	0.360331	0.088709
Rps10-ps1	0.174244	0.088709
Cyp20a1	-0.151313	0.088709
Lox	-0.217111	0.088709
1700029J07Rik	-0.270238	0.088709
Gm10053	-0.346025	0.088709
Frrs1	0.105036	0.088708
Rab43	0.077782	0.088708
Tfg	-0.092802	0.088708
Gm13398	0.682788	0.088685
4930578M01Rik	0.665967	0.088685
AC147266.1	0.41343	0.088685
1700001O22Rik	0.391819	0.088685
Med6	0.177488	0.088685
2410131K14Rik	0.17233	0.088685
Ptpn14	0.110638	0.088685
A130010J15Rik	0.101538	0.088685
Ak3	0.091722	0.088685
Crebzf	0.089661	0.088685
Smco4	-0.088108	0.088685
Dcaf12	-0.096931	0.088685
Mea1	-0.13602	0.088685
Pld4	-0.241816	0.088685
Hnrnpa1	-0.279868	0.088685
Gm13830	-0.348778	0.088685
Krt17	-0.389309	0.088685
Tmc3	-0.460121	0.088685
RP23-44D10.1	-0.490384	0.088685
RP23-403H2.3	-0.5077	0.088685
Barx2	-0.513438	0.088685
Gimap5	0.235379	0.088485
Rpl17-ps4	0.387243	0.088481
Tmem243	0.211669	0.088481
Gm1123	-0.084322	0.088481
Ptprs	-0.096424	0.088481
Ccdc101	-0.134185	0.088481
Cep120	-0.141565	0.088481
RP24-230C18.1	-0.815882	0.088481
Pop7	-0.158315	0.088316
Stk10	-0.145976	0.088302
Slc4a7	-0.084595	0.08815
Nelfe	-0.099394	0.088143
Jade3	-0.184051	0.088057
Stk33	0.685842	0.087961
Stt3a	0.091599	0.087948
Mbd3	-0.167455	0.087948
Mkln1os	-0.453459	0.087948
Rab26os	-0.116152	0.087869
Efhd1	-0.324168	0.087869
Uqcr10	-0.087672	0.087842
Gm13005	0.347058	0.087683
F730043M19Rik	-0.340186	0.087683
Eml6	0.307996	0.087645
Amy1	-0.32833	0.087645
Ergic1	-0.100538	0.087625
Cacna1g	0.401674	0.087566
Fam98a	0.140148	0.087543
Msl3	-0.07718	0.087543
Csad	-0.091146	0.087543
RP23-288J11.1	-0.567262	0.087543
Hoxd3os1	0.383349	0.087528
Zdhhc5	0.113269	0.087528
Ywhaz	-0.084615	0.087528
Lrpprc	-0.161582	0.087528
Fut1	0.419463	0.087348
Sult1c1	1.147468	0.087345
Zfp426	0.188357	0.087341
8430432A02Rik	0.622974	0.087333
Sil1	-0.108721	0.087296
Gm10638	-0.28934	0.087148
Bach1	0.121073	0.087057
Gm16794	-0.521557	0.087057
Spin1	0.155301	0.086892
Mrgbp	0.143459	0.086892
Slc5a11	0.668632	0.086882
Erc2	0.321079	0.086882
Urah	-0.109322	0.086536
9330175E14Rik	0.704824	0.08645
Gm26912	0.418286	0.08645
Plod1	-0.117918	0.08645
Gm15880	-0.780585	0.08645
Ms4a4c	0.670162	0.086384
Pcdhb8	0.660786	0.086384
Alg14	0.126646	0.086384
Tmem56	0.109454	0.086384
Exosc5	-0.111997	0.086384
Hnf4a	-0.121987	0.086384
Parp9	-0.139557	0.086384
D430042O09Rik	-0.141557	0.086384
Ethe1	-0.142177	0.086384
Rps13-ps1	-0.264215	0.086384
mt-Co2	-0.363867	0.086384
Lcat	0.685877	0.08636
Gpn2	0.306957	0.08636
Homer3	0.215295	0.08636
2010111I01Rik	0.103538	0.08636
Zfp706	-0.063087	0.08636
Gnb1	-0.070124	0.08636
Numa1	-0.086433	0.08636
D10Bwg1379e	-0.121173	0.08636
Egflam	-0.175339	0.08636
Trim21	-0.205179	0.08636
Nmb	-0.228074	0.08636
Ackr2	-0.385256	0.08636
Gm20707	-0.430054	0.08636
Ccm2	0.140885	0.086349
Txnrd1	0.070349	0.086349
Ing4	-0.078672	0.08632
Tm4sf5	-0.36288	0.08632
E330013P04Rik	0.698334	0.086278
Gm11491	0.695063	0.086278
Gm25635	0.665948	0.086278
Brsk2	0.39287	0.086278
Lrrtm1	0.352742	0.086278
Gm25360	0.322411	0.086278
Scn9a	0.29138	0.086278
Mthfs	0.26282	0.086278
Sox12	0.244203	0.086278
Fh1	0.241355	0.086278
Nckap1l	0.190294	0.086278
Esyt1	0.181336	0.086278
Myh10	0.163257	0.086278
Lap3	0.137612	0.086278
Nek1	0.134595	0.086278
Xpot	0.134375	0.086278
Fbxl5	0.114667	0.086278
Ly6a	0.107357	0.086278
Ubfd1	0.107319	0.086278
1110038B12Rik	0.102499	0.086278
Lmo4	0.085239	0.086278
Rpn1	-0.073557	0.086278
Ptpra	-0.075207	0.086278
Ifngr1	-0.075741	0.086278
Ccdc174	-0.08062	0.086278
Rbpj	-0.094983	0.086278
Ugdh	-0.099292	0.086278
Psmb10	-0.104164	0.086278
Zfp523	-0.108766	0.086278
Smim8	-0.110401	0.086278
Ict1	-0.125713	0.086278
C2cd3	-0.126138	0.086278
Rbak	-0.142307	0.086278
P2ry6	-0.162279	0.086278
Maml2	-0.16927	0.086278
Iyd	-0.173445	0.086278
Gm14337	-0.177519	0.086278
Tek	-0.19073	0.086278
Nlgn2	-0.202854	0.086278
Lgi4	-0.222319	0.086278
Zfp422	-0.227827	0.086278
Mastl	-0.240236	0.086278
Tlr7	-0.366715	0.086278
Mettl24	-0.366965	0.086278
AI747448	-0.372347	0.086278
Rps15-ps2	-0.53851	0.086278
Sh2d1b1	-0.616479	0.086278
Gm12758	-0.651832	0.086278
Gm454	-0.651938	0.086278
Ttc30a2	-0.652015	0.086278
4930500F10Rik	-0.652155	0.086278
RP23-349K2.1	-0.652253	0.086278
Ppp1r42	-0.652277	0.086278
Mtl5	-0.652355	0.086278
BC049352	-0.652496	0.086278
1110002E22Rik	-0.652513	0.086278
B4galnt3	-0.652589	0.086278
Gm10382	-0.652603	0.086278
Gm1862	-0.652628	0.086278
Gm6222	-0.652715	0.086278
Gm26672	-0.652715	0.086278
Gm25596	-0.65277	0.086278
Lrrc3b	-0.652785	0.086278
RP23-204N23.1	-0.653135	0.086278
Gm12090	-0.653194	0.086278
A730071L15Rik	-0.654445	0.086278
Nuggc	-0.659572	0.086278
1700054A03Rik	-0.665864	0.086278
RP24-400M20.4	-0.742804	0.086278
Vasn	0.238946	0.086274
Arhgap24	0.152757	0.086274
Ddhd2	-0.117582	0.086274
Gm22392	0.691864	0.085955
Fkbp10	0.188054	0.085955
Fam129b	0.098666	0.085928
Magix	0.665572	0.085905
Gm22714	-0.63847	0.085905
Metap1	0.078516	0.085891
Snora23	0.659872	0.085872
Sgsm2	-0.101793	0.085742
Ogfr	0.127102	0.085687
Gramd1b	-0.133577	0.085544
Cdk2ap1	-0.2463	0.085509
Ptprh	-0.10357	0.085445
2610020H08Rik	-0.231721	0.085445
Hps4	-0.134113	0.085314
Gm12312	0.678554	0.085306
Wibg	0.658858	0.085306
4933417D19Rik	0.568808	0.085306
Tdrd7	0.332965	0.085306
RP23-445K23.3	0.32368	0.085306
Ppp2r2b	0.228628	0.085306
1500015A07Rik	0.22209	0.085306
Dlg4	0.218961	0.085306
D330045A20Rik	0.197489	0.085306
Tmem63a	-0.099939	0.085306
Bmx	-0.308488	0.085306
Klrb1c	-0.31251	0.085306
Tmem38a	-0.151067	0.085245
Lrrtm3	0.333169	0.085188
Cdkl2	-0.141713	0.085188
Sema7a	-0.24781	0.085188
Gm9990	-0.25844	0.085188
Skida1	-0.345989	0.085188
9530052C20Rik	-0.679601	0.085188
Ankrd42	0.439255	0.085179
Mrps2	0.090761	0.085179
Atxn3	-0.113429	0.085179
Gm21399	-0.683877	0.085179
Ncbp2	-0.085641	0.085142
Gm14290	-0.229262	0.085118
Gdpd3	-0.152306	0.084961
Hist4h4	-0.410489	0.084961
Sox1	-0.660029	0.084961
Olfm3	0.333243	0.084893
Syde2	0.255127	0.084893
Hmgcl	0.142351	0.084893
Slc25a15	0.114436	0.084893
Gng12	0.084824	0.084893
Camk1	-0.154629	0.084893
Bend4	-0.45854	0.084893
Gm8213	-0.535197	0.084893
Rpl36-ps2	-0.653731	0.084893
Defb1	0.670091	0.084856
Nfam1	0.330823	0.084856
Foxf2	0.174685	0.084856
Cxcl16	0.133273	0.084856
Nmt2	0.096578	0.084856
Mcmbp	0.069094	0.084856
St13	-0.075055	0.084856
Trim44	-0.106491	0.084856
Plk4	-0.207979	0.084856
Slc2a12	-0.398909	0.084856
Npm2	0.647113	0.08471
Cks1b	0.123976	0.08471
Tmem260	-0.14718	0.08471
Aldh4a1	-0.167999	0.08471
Riiad1	-0.243538	0.08471
Tbc1d30	-0.148972	0.084626
Foxn2	0.164543	0.084567
Atf1	0.083024	0.084567
9130230L23Rik	-0.262118	0.084567
Gm15492	-0.656458	0.084567
Dchs2	0.504453	0.084427
Rasip1	0.145549	0.084388
RP24-66L18.1	0.504295	0.084333
Abca7	0.130322	0.084333
0610010F05Rik	0.098248	0.084333
Gm9903	-0.69279	0.084333
Txlng	0.184102	0.084259
Ablim2	-0.137878	0.084259
Tomm22	-0.12593	0.084257
RP24-366E11.2	0.656892	0.084243
Atrip	0.227123	0.084243
Chrnb4	0.184247	0.084243
Sertad1	0.144895	0.084243
Glp2r	0.122771	0.084243
Cftr	-0.085598	0.084243
Ago1	-0.108769	0.084243
Mum1	-0.115721	0.084243
Cmtm8	-0.20854	0.084243
Mzf1	-0.522646	0.084243
Gm9506	-0.709446	0.084243
Rps28	-0.100309	0.084242
RP24-372D1.1	0.891107	0.084234
Gm14396	0.587414	0.084234
Steap1	0.253693	0.084234
Lancl3	0.198424	0.084234
Pde1c	0.181585	0.084234
Adamtsl5	0.167707	0.084234
Msi2	0.078153	0.084234
Cand1	0.06102	0.084234
Gng5	-0.125077	0.084234
Lincpint	-0.191451	0.084234
Ceacam18	-0.308082	0.084234
RP23-310L8.1	-0.347268	0.084234
Kdm3a	0.144598	0.084152
Zyx	0.118225	0.084152
Tbcc	0.090484	0.084152
Fam117a	0.164894	0.084141
Gm25039	-0.654515	0.084141
Gp1bb	-0.182492	0.084074
Gm2788	-0.375527	0.084074
Tnfrsf17	0.359962	0.083893
Krit1	0.111114	0.083893
Uso1	0.079433	0.083893
Gm6181	-0.878052	0.083893
Scimp	0.506348	0.08388
Gm12577	-0.191205	0.083851
Brd4	0.066875	0.083689
Esr2	-0.663159	0.083689
Scrn3	0.174711	0.083648
Acd	-0.107014	0.083648
Gemin8	-0.363963	0.083648
4933416M07Rik	-1.001991	0.083648
Gm26225	-0.55539	0.083641
Pla2g15	0.161179	0.083569
Pros1	0.14527	0.083569
Tfe3	0.124295	0.083569
Emc2	0.086895	0.083569
Anapc1	0.086564	0.083569
Pnn	0.061631	0.083569
Creld1	-0.154983	0.083569
Man1c1	-0.161143	0.083569
Arhgap25	-0.273453	0.083569
Acot10	-0.810425	0.083569
Gstp1	-0.815986	0.083569
Helq	0.311387	0.083364
Fbxo16	-0.650277	0.083364
Elovl7	0.069121	0.083248
Lypla1	0.085067	0.083151
Pex19	0.082009	0.083151
Zfp251	-0.323477	0.083151
D330050G23Rik	-0.622864	0.083151
Rnf217	0.132135	0.083089
Exosc8	-0.136663	0.083026
Haus2	0.129774	0.083011
Higd1a	-0.094206	0.083011
Trove2	-0.085633	0.082925
Lipe	-0.158522	0.082925
Glyctk	-0.319119	0.082925
Mad2l1	-0.172303	0.082906
Kif9	-0.282604	0.082896
Mblac1	-0.172233	0.082838
Fam161a	0.178347	0.082744
Apol7a	0.173183	0.082744
H2-Q7	0.168536	0.082744
Fgfrl1	0.11576	0.082744
Slc39a5	0.108697	0.082744
Dars2	-0.14492	0.082744
Bok	0.155244	0.082734
Slc4a1ap	-0.086492	0.082509
Rpusd2	0.435779	0.082494
Agbl5	-0.160796	0.082494
Rnd2	-0.206456	0.082494
Cd2bp2	-0.098027	0.082492
Ppp2r4	-0.152092	0.082492
Map3k3	-0.159133	0.082492
Gm28793	0.59517	0.082384
Pnmal2	0.156136	0.082301
Chrne	0.886733	0.08229
Gm28417	0.529876	0.08229
Slc52a2	0.149901	0.08229
Arl6ip5	0.145605	0.08229
Zfp553	0.127809	0.08229
Aig1	-0.071327	0.08229
Eme2	-0.188897	0.08229
Zfp697	-0.278797	0.08229
AW011738	-0.439879	0.08229
Muc1	-0.474302	0.08229
Nkain1	-0.551694	0.08229
Psmd14	0.11507	0.08227
Zhx3	-0.122964	0.08227
Gm6134	0.838881	0.082218
Shank3	0.557915	0.082218
Apoa2	0.528568	0.082218
5730405O15Rik	0.38352	0.082218
Gm11633	0.355355	0.082218
Dennd1c	0.319798	0.082218
Dmtn	0.304796	0.082218
mt-Nd4l	0.296788	0.082218
Tamm41	0.147502	0.082218
Gfm1	0.141423	0.082218
Rph3al	0.135473	0.082218
Snx1	0.129566	0.082218
Rpf2	0.109044	0.082218
Myo9a	0.107807	0.082218
Slc16a1	0.106534	0.082218
Mtdh	-0.061899	0.082218
Eef1g	-0.065598	0.082218
Acer1	-0.092424	0.082218
Ndufa11	-0.095113	0.082218
Cln5	-0.106995	0.082218
Ap1m1	-0.107165	0.082218
Mdn1	-0.126701	0.082218
Fam73a	-0.127247	0.082218
Lcp1	-0.137423	0.082218
Grin3a	-0.148792	0.082218
C4b	-0.150369	0.082218
St8sia4	-0.167543	0.082218
Ptms	-0.168619	0.082218
Ogg1	-0.186848	0.082218
Cdhr1	-0.244902	0.082218
RP23-122M2.3	-0.260709	0.082218
Cnr1	-0.261978	0.082218
Gm15368	-0.300257	0.082218
Cdh2	-0.300562	0.082218
A730036I17Rik	-0.68129	0.082218
Pold2	-0.12612	0.082201
4930426L09Rik	-0.656545	0.082201
Arhgef12	0.081268	0.082028
Fam53a	0.120829	0.081997
Rit2	0.197757	0.08194
Rhot2	-0.075144	0.08194
Ruvbl2	-0.174997	0.08194
2700094K13Rik	0.134706	0.08176
H2-Ab1	0.16788	0.081724
Amn1	-0.170752	0.081724
Slc35c1	0.1139	0.081698
Irak1	-0.07091	0.081698
Tmem161a	-0.086542	0.081698
Gale	-0.099032	0.081698
Tnnc2	0.656322	0.081689
Suz12	0.101239	0.081689
Ipo5	0.096521	0.081689
Dph5	-0.12566	0.081689
Wdr38	-0.395143	0.081689
Gm28875	0.14016	0.081642
Gsdmcl-ps	0.467987	0.08156
Upp2	0.180033	0.08156
Nhsl1	0.113967	0.08156
Asap1	-0.088463	0.08156
Inpp5a	-0.112468	0.08156
Rnasel	-0.092822	0.081538
Fmnl2	0.124038	0.081489
Lipt2	-0.139152	0.081489
Acpp	-0.237196	0.081388
Cep55	0.254653	0.081307
Anks4b	-0.088183	0.081265
Cpne4	-0.340556	0.081259
Gm10311	-0.38758	0.081247
Ppp3r2	0.486155	0.081194
1700096K18Rik	-0.184563	0.081194
Irf4	-0.263002	0.081194
Lgals2	-0.304735	0.081194
RP23-430G15.6	-0.709707	0.081194
Pank4	0.358391	0.081138
Ublcp1	0.235693	0.081138
Soat1	0.097168	0.081138
Rps10-ps2	-0.531479	0.081138
Fam124a	-0.12118	0.081115
Pcdhb9	-0.346072	0.081115
Chmp2b	0.081206	0.08108
RP24-538F21.2	-0.183312	0.08108
Tmem184c	0.16086	0.081016
D130043K22Rik	-0.264047	0.080822
Cyp3a11	-0.462244	0.0807
Dleu7	-0.499529	0.0807
Lef1	-0.507656	0.0807
Pik3c3	-0.088038	0.080557
Hsd17b7	0.11307	0.080464
Gm28731	0.773283	0.080348
Nrp2	-0.085442	0.080348
Anxa9	-0.365871	0.080348
Gm13408	-0.383221	0.080348
Prkag3	0.649825	0.080296
Bard1	0.219223	0.080296
Txn1	0.142531	0.080296
Ift43	0.117634	0.080296
Ly6c1	-0.102997	0.080296
Lmo3	-0.465268	0.080296
Wdr93	-0.619635	0.080296
RP24-88F2.3	0.387677	0.080019
Brca1	0.214223	0.080019
Lig4	0.172365	0.080019
Zdhhc17	0.138609	0.080019
Trim33	-0.093535	0.080019
Gpr34	-0.281593	0.080019
Cbr4	-0.099077	0.079955
Gm19557	0.49852	0.079953
Sall2	-0.225918	0.079953
Slc18a1	-0.117189	0.079899
E030013I19Rik	-0.66575	0.079899
Gm3086	0.679658	0.079832
Nt5dc2	0.222536	0.079832
Ror1	0.199126	0.079832
4930523C07Rik	0.114193	0.079832
Ptp4a2	0.069645	0.079832
Slc5a9	-0.125094	0.079832
Tefm	-0.243942	0.079832
Tpcn2	-0.278379	0.079832
Scn7a	-0.113649	0.07982
Tram2	0.162037	0.079725
Slc5a5	0.386585	0.079722
Ptpn4	0.124082	0.079722
Lama4	0.114736	0.079722
Gna11	-0.082623	0.079722
Tmem106c	-0.139877	0.079722
Fabp6	-0.308017	0.079722
Gm26484	-0.644394	0.079722
Sox17	0.241913	0.079637
Zbtb16	-0.215219	0.079637
Mdm4	-0.061219	0.079615
Padi1	-0.692045	0.079615
Ice1	0.143213	0.079555
Zbtb7c	-0.195331	0.079469
Rpl31-ps1	-0.627206	0.079469
Mrps21	0.19685	0.079342
Tnfsf10	-0.193726	0.079339
Mmp3	0.44911	0.07932
Psmd4	0.117139	0.07932
Gm9825	-0.499568	0.07932
Igsf9	-0.117556	0.079286
AI504432	0.292705	0.079243
Hao2	-0.168514	0.079243
Sult1d1	0.115304	0.079206
Clk3	-0.077165	0.079206
Lztr1	-0.079824	0.079206
Tsc2	-0.168448	0.079206
Trim27	-0.098696	0.079019
Kcnn4	0.108383	0.078886
Mrpl45	-0.109484	0.078794
Zbtb49	0.40738	0.078787
Afap1l2	-0.296004	0.078709
Fam92a	0.17734	0.078621
Abcc9	-0.106148	0.078621
Wdr18	0.163699	0.078578
Hs1bp3	-0.149168	0.078578
Epb4.1l4b	-0.0961	0.078554
Chrna5	-0.442922	0.07855
Gm15770	-0.802518	0.07855
Pitpnm2	-0.163256	0.078409
1810034E14Rik	-0.280963	0.078409
Phf11a	-0.64436	0.078409
Gm13509	-0.645342	0.078409
Gnl3l	0.073295	0.078366
Psme3	-0.087286	0.078366
Prepl	0.196198	0.078146
Aamp	0.153167	0.078125
Npat	0.119487	0.078125
Rapgef6	-0.08867	0.078125
D930028M14Rik	0.841492	0.078038
Ust	-0.292784	0.078003
Gmppb	0.104205	0.077976
Eva1b	-0.148063	0.077976
Bcar1	0.191929	0.077863
Tmem71	0.349182	0.077834
Lgr4	0.130624	0.077834
Vps4a	0.091186	0.077834
Cds2	-0.092761	0.077834
Ppard	-0.114491	0.077834
Gm13421	-0.348327	0.077834
Zfyve28	-0.387549	0.077834
Robo2	-0.152198	0.077826
Lamc1	0.142781	0.077684
Aqp8	-0.383101	0.077661
Ganab	0.093901	0.077636
Slc9a3r1	-0.099152	0.077636
Cd28	-0.632332	0.077554
Cers6	-0.068626	0.077437
S100a11	-0.188995	0.07743
Kpnb1	-0.078304	0.077393
Dhrs7b	-0.089516	0.077374
1700055N04Rik	0.752705	0.077364
Ing5	-0.104897	0.077219
Cdca4	0.108531	0.077162
Sipa1l3	-0.089229	0.077162
RP23-128G10.6	-0.129166	0.077154
Zfp280b	-0.149538	0.076892
B130006D01Rik	0.207309	0.076847
Aim1	0.076701	0.076847
Scyl1	-0.123165	0.076847
Acyp1	-0.147261	0.076847
BC049762	-0.64858	0.076847
Cyp2c66	0.336647	0.076835
Tgoln1	-0.056586	0.076835
H2-Eb1	-0.152531	0.076835
Ang5	-0.695817	0.076835
Sco2	-0.133776	0.076786
Prkce	0.083734	0.076777
Zmynd15	0.398962	0.07672
Wt1	0.33486	0.07672
Btnl2	0.314316	0.07672
Abi3bp	0.155455	0.07672
Dclre1b	0.138431	0.07672
Wdr13	-0.087583	0.07672
Myh14	-0.094572	0.07672
Tor1a	-0.122981	0.07672
Serp2	-0.324083	0.07672
RP23-386K20.6	0.172118	0.076649
Batf	0.507157	0.076613
Efcab7	0.369044	0.076583
Arhgap32	-0.103762	0.076583
Cenpa	-0.167359	0.07657
Rrp7a	-0.199694	0.076539
RP24-84B18.2	0.519931	0.076529
Pank1	-0.086179	0.076529
Zfp398	-0.114476	0.076529
Fdft1	-0.135901	0.076529
Sssca1	-0.143448	0.076529
Rgs9	0.409366	0.076456
Ppfibp1	0.138365	0.076443
Gm15530	0.692783	0.076427
Abcb7	0.108974	0.076427
Cmc2	-0.108398	0.076427
2310061J03Rik	-0.234109	0.076427
Panx1	0.098495	0.076364
Rpl34-ps1	0.640885	0.076282
Cd3d	0.363086	0.076282
Raver1	0.168274	0.076282
Nfxl1	0.148065	0.076282
Arl8b	0.061044	0.076282
Lmx1a	-0.187394	0.076282
Pex5	-0.21757	0.076282
Clca2	-0.220874	0.076282
Adamts16	-0.330287	0.076282
Snord42a	-0.635867	0.076282
Gm15540	-0.658603	0.076282
Ptpro	0.171966	0.076
Fkbp2	-0.169109	0.076
Agk	-0.407475	0.075978
Pla1a	0.288915	0.075865
Slbp	0.206673	0.075865
Fam178a	0.094512	0.075865
Wdr82	0.083214	0.075865
Arpp19	-0.068875	0.075865
Ctnnbl1	-0.125095	0.075865
Scin	-0.144313	0.075865
1600014C10Rik	-0.163273	0.075865
Zfp760	-0.165676	0.075865
Abtb2	-0.20773	0.075865
Vsig10l	-0.326102	0.075865
Rnf25	-0.372012	0.075865
Gm5422	-0.48694	0.075865
Rnf43	0.092935	0.075802
mt-Te	0.732659	0.075737
Kdm8	0.581787	0.075737
Ftsj1	0.149869	0.075737
Ugcg	0.080707	0.075737
B930094E09Rik	0.365379	0.075723
Irf5	0.226753	0.075723
Scnm1	-0.161282	0.075723
Snord104	-0.127714	0.075723
Pax8	-0.318863	0.075723
Zfp68	0.139845	0.075716
Aplnr	-0.436469	0.075545
Tmem55a	0.092119	0.075456
Elk4	0.172008	0.075359
Plxdc2	-0.145256	0.075316
Gria4	0.248731	0.075296
2010109I03Rik	0.320371	0.075281
Zxdb	0.185141	0.075281
Rfwd3	0.102804	0.075281
Tpi1	0.071076	0.075281
Mfsd6l	-0.208544	0.075281
Gm5602	-0.273911	0.075281
RP23-398K14.4	-0.413392	0.075281
Gas5	0.059364	0.075245
Nudt3	-0.112428	0.075169
