	Log2(FC)	Log10(Adj. P-value)
Unc13b	0.103912	0.052751
Sugp1	-0.122338	0.052735
Tyms	-0.090868	0.052615
Gm5228	0.645553	0.052466
Arfgef1	-0.05096	0.052466
Ranbp6	-0.111355	0.052466
Glmn	-0.14081	0.052466
Rilpl1	-0.159009	0.052466
Gm20682	-0.24796	0.052466
Ap1s2	-0.101258	0.052445
Zfp956	-0.136662	0.052077
Sel1l	0.056356	0.052
Unc13a	0.264199	0.051917
Col7a1	0.361163	0.051877
Plxnb2	-0.07352	0.051877
Rdm1	-0.11302	0.051877
Tmem72	0.822743	0.051748
9130015L21Rik	0.737321	0.051748
Gm14140	0.680506	0.051748
Gm24505	0.65716	0.051748
Adh6a	0.637498	0.051748
Gm16485	0.622524	0.051748
Barx2	0.614523	0.051748
A730020M07Rik	0.605515	0.051748
Rnu3b4	0.603151	0.051748
RP23-381K21.5	0.602068	0.051748
Gm12934	0.600395	0.051748
Eqtn	0.598712	0.051748
Gm13293	0.593107	0.051748
Gm12268	0.589131	0.051748
Gm8098	0.588654	0.051748
AI481877	0.583867	0.051748
RP24-511H12.7	0.580297	0.051748
Syce1l	0.578631	0.051748
Gm12778	0.578626	0.051748
Amer3	0.578565	0.051748
Gm15397	0.578509	0.051748
S100a3	0.5785	0.051748
Gm6276	0.578451	0.051748
Ces3a	0.578439	0.051748
Gm20620	0.578428	0.051748
RP24-300C19.1	0.578385	0.051748
Myh3	0.578383	0.051748
Phyhip	0.578373	0.051748
A730061H03Rik	0.578344	0.051748
2310026L22Rik	0.578299	0.051748
Trpv1	0.578295	0.051748
Gm9364	0.578282	0.051748
Gm10300	0.578277	0.051748
Gm6104	0.578265	0.051748
Gp6	0.578242	0.051748
RP23-239I17.2	0.578213	0.051748
Gm11989	0.57818	0.051748
Grifin	0.57816	0.051748
Hrasls5	0.578033	0.051748
Gm11342	0.577761	0.051748
Ces1b	0.577743	0.051748
Pate2	0.577728	0.051748
Tmprss3	0.577666	0.051748
Ighv1-47	0.577643	0.051748
Gm29019	0.577611	0.051748
Gm17281	0.577598	0.051748
Trim69	0.577576	0.051748
Tff1	0.577571	0.051748
Smim17	0.577509	0.051748
Rpl10a-ps2	0.577503	0.051748
Ptx4	0.5775	0.051748
Tvp23bos	0.577488	0.051748
RP23-322G4.2	0.577466	0.051748
Gm15413	0.577465	0.051748
Gm14411	0.577459	0.051748
Krt35	0.577412	0.051748
Gm5466	0.577411	0.051748
Gm15869	0.577396	0.051748
Gm14878	0.577393	0.051748
4930597O21Rik	0.577392	0.051748
Gm15856	0.577377	0.051748
Rnf133	0.577374	0.051748
Gm2822	0.577365	0.051748
RP23-418C16.1	0.57736	0.051748
Gm3695	0.577359	0.051748
Gm15326	0.577349	0.051748
Hm629797	0.57734	0.051748
Gm15559	0.577325	0.051748
Dpcr1	0.577314	0.051748
Gm13056	0.577313	0.051748
Gm13837	0.577311	0.051748
Gm4943	0.577297	0.051748
Vmn1r90	0.577274	0.051748
RP23-53G15.1	0.577267	0.051748
Gm23368	0.577266	0.051748
5330411J11Rik	0.577255	0.051748
Gm20535	0.577217	0.051748
RP23-404K2.1	0.577217	0.051748
1700011I03Rik	0.577212	0.051748
Shc3	0.577184	0.051748
Gm8577	0.577125	0.051748
Cd101	0.57712	0.051748
Perm1	0.5771	0.051748
Gm8724	0.577008	0.051748
Gm26583	0.576969	0.051748
Gm15246	0.576969	0.051748
Pmepa1os	0.576921	0.051748
Gm14634	0.576909	0.051748
A630014C17Rik	0.576881	0.051748
Zfp872	0.576866	0.051748
Fitm1	0.57686	0.051748
4930500M09Rik	0.576813	0.051748
6030408B16Rik	0.576772	0.051748
Iglv3	0.576727	0.051748
Rpsa-ps9	0.576677	0.051748
Nlk-ps1	0.576657	0.051748
Chst5	0.576571	0.051748
4921513D11Rik	0.576541	0.051748
1700034P13Rik	0.576491	0.051748
Gm15292	0.576175	0.051748
Pla2g4d	0.548409	0.051748
Gm8902	0.547391	0.051748
Gm5533	0.541291	0.051748
Dbil5	0.520124	0.051748
1810046K07Rik	0.469746	0.051748
Gm15816	0.458038	0.051748
Adgb	0.455458	0.051748
Gm25679	0.45249	0.051748
Gm15867	0.452191	0.051748
1810062O18Rik	0.438445	0.051748
RP23-456B9.18	0.424032	0.051748
Irx4	0.411636	0.051748
Aoc2	0.401721	0.051748
Tekt5	0.401231	0.051748
RP23-415C3.9	0.400892	0.051748
Tmod4	0.378973	0.051748
1700020L24Rik	0.378568	0.051748
Lrrc55	0.378182	0.051748
Ankrd45	0.377846	0.051748
Fpr2	0.376198	0.051748
Nxpe3	0.309088	0.051748
RP24-191N24.2	0.206982	0.051748
Trim3	0.204404	0.051748
Sh3gl3	0.200968	0.051748
RP23-27L18.4	0.196769	0.051748
Cdkl3	0.180388	0.051748
Gm27031	0.176888	0.051748
Tmem51os1	0.169184	0.051748
Dync1i1	0.166924	0.051748
Chodl	0.163966	0.051748
Gm14337	0.16306	0.051748
Cartpt	0.157173	0.051748
Cish	0.155201	0.051748
Nrtn	0.151207	0.051748
Nefl	0.148966	0.051748
Fsd1l	0.148689	0.051748
Kcnk2	0.14473	0.051748
Gja1	0.143725	0.051748
Pik3cd	0.142341	0.051748
Spin1	0.142047	0.051748
Zfp763	0.137098	0.051748
Mboat1	0.132168	0.051748
Ift74	0.131673	0.051748
Ccdc22	0.131618	0.051748
Trp53inp2	0.130967	0.051748
Osbpl8	0.130202	0.051748
Filip1	0.128151	0.051748
Zcchc18	0.127384	0.051748
Atad5	0.126455	0.051748
Hira	0.125349	0.051748
Zdhhc6	0.122047	0.051748
D8Ertd82e	0.121185	0.051748
Lipe	0.120536	0.051748
Dscr3	0.117439	0.051748
Taf11	0.116821	0.051748
Wrnip1	0.11471	0.051748
Ptpn6	0.112013	0.051748
Tpk1	0.111328	0.051748
Mfsd9	0.111271	0.051748
Inpp5f	0.111106	0.051748
Sfmbt1	0.109392	0.051748
Rbm14	0.109016	0.051748
Ttyh2	0.108818	0.051748
Rab9	0.105404	0.051748
Elp5	0.10451	0.051748
Klhl26	0.103852	0.051748
Morf4l1	0.102622	0.051748
Polr1d	0.099254	0.051748
Mpg	0.098607	0.051748
Sun2	0.098575	0.051748
Stk19	0.096735	0.051748
Nipal1	0.095039	0.051748
Gusb	0.094916	0.051748
Mtif3	0.08677	0.051748
Sfxn1	0.086393	0.051748
Habp4	0.085954	0.051748
Gdap2	0.085782	0.051748
Tox4	0.085396	0.051748
Bzw1	0.083434	0.051748
Gpr116	0.08314	0.051748
6-Sep	0.082824	0.051748
Foxp2	0.082035	0.051748
Peak1	0.080829	0.051748
Sec11c	0.080481	0.051748
Epsti1	0.079234	0.051748
Prpf39	0.079061	0.051748
Rps29	0.078724	0.051748
Tmem33	0.078319	0.051748
Tmem41a	0.076782	0.051748
Dnaja2	0.073124	0.051748
Hint3	0.072766	0.051748
Pafah1b3	0.071079	0.051748
Ddc	0.070582	0.051748
Supt5	0.070481	0.051748
Ginm1	0.069223	0.051748
Rpl37a	0.065777	0.051748
Pafah2	0.062746	0.051748
Ube2r2	0.061671	0.051748
Ndufb8	0.060134	0.051748
Baz1b	0.058849	0.051748
Cmip	0.057777	0.051748
Efcab14	0.056783	0.051748
Clip1	0.055351	0.051748
Kmt2c	-0.052296	0.051748
Rsrc2	-0.052605	0.051748
Vps35	-0.057801	0.051748
Smc6	-0.060016	0.051748
Cox20	-0.0604	0.051748
Lrba	-0.062328	0.051748
Arid1b	-0.062358	0.051748
Ankrd11	-0.065839	0.051748
Fam83e	-0.066012	0.051748
Eef2	-0.066442	0.051748
Add3	-0.067036	0.051748
Ube3a	-0.068202	0.051748
Zkscan3	-0.068409	0.051748
Ndrg1	-0.070751	0.051748
Hnrnpr	-0.070873	0.051748
Erlin2	-0.070916	0.051748
Nap1l4	-0.071449	0.051748
Ssrp1	-0.071654	0.051748
Abr	-0.072965	0.051748
Atp11a	-0.074243	0.051748
Wac	-0.079745	0.051748
Zbtb8os	-0.081356	0.051748
Tle4	-0.081392	0.051748
Rfk	-0.082992	0.051748
Abhd5	-0.083004	0.051748
Ubl5	-0.083528	0.051748
Rnf13	-0.083801	0.051748
Acad8	-0.083881	0.051748
Sec23b	-0.084161	0.051748
Gucy2c	-0.084177	0.051748
Lpar6	-0.090267	0.051748
Rad51d	-0.090972	0.051748
Meis2	-0.091654	0.051748
Ick	-0.091685	0.051748
Ngef	-0.091916	0.051748
Satb1	-0.092244	0.051748
Nabp2	-0.093099	0.051748
Dhdds	-0.095007	0.051748
Mapk6	-0.099218	0.051748
Cnp	-0.099365	0.051748
Inip	-0.099476	0.051748
Rmnd1	-0.100703	0.051748
Tonsl	-0.102905	0.051748
Iqsec1	-0.103959	0.051748
Mlh1	-0.105487	0.051748
Nlk	-0.107183	0.051748
Zbtb2	-0.107363	0.051748
Cyp4f13	-0.107369	0.051748
Ccdc130	-0.108774	0.051748
Phgr1	-0.108967	0.051748
2310001H17Rik	-0.109978	0.051748
Apobec1	-0.112874	0.051748
Ifnar2	-0.113191	0.051748
Ctu2	-0.116778	0.051748
Slc30a6	-0.117681	0.051748
Crcp	-0.120719	0.051748
Tmed7	-0.122627	0.051748
Arpc4	-0.125559	0.051748
Atpaf1	-0.125878	0.051748
Gm9843	-0.127072	0.051748
Zkscan6	-0.127346	0.051748
Pot1a	-0.128567	0.051748
Tchp	-0.13205	0.051748
Wipf3	-0.133044	0.051748
Trim7	-0.134554	0.051748
Thtpa	-0.136085	0.051748
Rnf146	-0.1388	0.051748
Bpnt1	-0.142354	0.051748
Paip2	-0.143399	0.051748
Slc44a2	-0.147398	0.051748
Fabp2	-0.149235	0.051748
Als2	-0.161119	0.051748
Tusc3	-0.162981	0.051748
Spns2	-0.166831	0.051748
Ruvbl1	-0.168672	0.051748
Rfx3	-0.168834	0.051748
1700024P16Rik	-0.174012	0.051748
Gpx7	-0.177048	0.051748
Cacna1b	-0.179308	0.051748
Ppp1r3e	-0.179399	0.051748
Wdr35	-0.18017	0.051748
Zfp239	-0.183897	0.051748
Taf4a	-0.187226	0.051748
Uhrf1	-0.188093	0.051748
Sox21	-0.188807	0.051748
Gpnmb	-0.189111	0.051748
Pla2g3	-0.18926	0.051748
Dnajc22	-0.192089	0.051748
ZNF383	-0.195766	0.051748
Sema6b	-0.207154	0.051748
Zfp456	-0.213912	0.051748
Fcgr4	-0.215958	0.051748
Irf4	-0.217959	0.051748
Shf	-0.222421	0.051748
RP23-93D12.1	-0.223081	0.051748
RP23-463E8.1	-0.223912	0.051748
Ptprz1	-0.243102	0.051748
D16Ertd472e	-0.247026	0.051748
Pi15	-0.254842	0.051748
Efna2	-0.258961	0.051748
Armc7	-0.266041	0.051748
Tchh	-0.268548	0.051748
Rpl22-ps1	-0.274534	0.051748
Reep2	-0.285974	0.051748
Itga10	-0.286571	0.051748
Susd4	-0.288346	0.051748
Zfp955a	-0.299289	0.051748
Gm4951	-0.305848	0.051748
Fam57b	-0.312256	0.051748
Nudt17	-0.314997	0.051748
Ropn1l	-0.329944	0.051748
RP24-286H7.2	-0.350067	0.051748
Tmem150c	-0.351973	0.051748
RP23-453G13.1	-0.355131	0.051748
Ankrd13d	-0.355696	0.051748
Thpo	-0.355733	0.051748
Lhx3	-0.358014	0.051748
Tnfaip8l3	-0.361802	0.051748
RP24-308L17.1	-0.363293	0.051748
Stxbp3b	-0.369518	0.051748
RP23-266J14.1	-0.376825	0.051748
Pcdhgb5	-0.387164	0.051748
Gm16143	-0.387242	0.051748
Gm16279	-0.387628	0.051748
Gm15331	-0.388327	0.051748
Peli3	-0.389668	0.051748
Coro6	-0.390821	0.051748
BC021785	-0.393371	0.051748
4833412C05Rik	-0.39357	0.051748
Gm27441	-0.408617	0.051748
Mzf1	-0.419845	0.051748
Apoc3	-0.42361	0.051748
Gm13248	-0.442225	0.051748
Mat2a	-0.476912	0.051748
A930012O16Rik	-0.481804	0.051748
Gm15286	-0.499269	0.051748
Gm6472	-0.510983	0.051748
Sell	-0.518744	0.051748
Scube3	-0.54577	0.051748
Kcnj2	-0.563466	0.051748
Ccdc65	-0.564906	0.051748
Gm17102	-0.565797	0.051748
Gm5741	-0.567163	0.051748
Gm5451	-0.567682	0.051748
Gm13477	-0.56812	0.051748
Gm4342	-0.571564	0.051748
Gm25697	-0.573698	0.051748
Ctf1	-0.573983	0.051748
A530053G22Rik	-0.579476	0.051748
Gm26582	-0.584402	0.051748
Hoxa6	-0.585006	0.051748
E030013I19Rik	-0.598111	0.051748
Gm16011	-0.598672	0.051748
Gm26575	-0.635287	0.051748
Gm8325	-0.649633	0.051748
Gm11512	-0.658483	0.051748
Gm21859	-0.673065	0.051748
Fgf2	-0.742235	0.051748
RP23-109J14.5	-0.751929	0.051748
Psmb6-ps2	0.522479	0.051737
C230052I12Rik	0.200547	0.051737
Asb7	0.098977	0.051737
Tox	-0.087335	0.051737
Traf3ip1	-0.182486	0.051737
Tbx4	-0.479155	0.051737
Gm6807	0.377008	0.051734
Vgll3	0.280297	0.051734
Ube2m	0.10285	0.051734
Zfp292	0.052439	0.051734
Snx6	-0.057668	0.051734
Plxna2	-0.093424	0.051734
1700124L16Rik	-0.295713	0.051734
Stx7	0.059038	0.051543
Pald1	0.174649	0.051464
Arhgef28	0.094699	0.051464
Aim2	0.119601	0.051127
Kctd8	-0.442336	0.051102
Ccnh	0.097818	0.051053
Smyd5	-0.222643	0.051047
Gm15958	0.582892	0.051042
Smim1	0.171258	0.051042
Lmbrd2	0.143023	0.051042
Pigh	-0.110567	0.051042
Lcp2	-0.193098	0.051042
Eif3s6-ps2	0.575217	0.050983
Gm26590	0.437391	0.050983
Ust	0.242263	0.050983
Ces1d	0.15394	0.050983
Cracr2b	0.110877	0.050983
Lbr	0.077398	0.050983
Fkbp1a	0.071767	0.050983
Taok3	0.061717	0.050983
Napg	-0.091849	0.050983
Sh3yl1	-0.114381	0.050983
Rps16	-0.128902	0.050983
Slc46a3	-0.14213	0.050983
Gm10138	-0.14816	0.050983
Mastl	-0.227285	0.050983
Ctnna2	-0.228433	0.050983
Rad9b	-0.240248	0.050983
Xrcc2	-0.259428	0.050983
Tacr3	-0.347029	0.050983
Gm21816	-0.40727	0.050983
Gm15422	-0.440713	0.050983
Cfap44	-0.440812	0.050983
3110099E03Rik	-0.440894	0.050983
Gm14168	-0.557924	0.050983
Gm20432	0.57767	0.050963
Gja4	0.208657	0.050948
4933405D12Rik	0.576783	0.050917
1700120C14Rik	0.37641	0.050917
Gpr124	0.182164	0.050917
Map3k3	0.110153	0.050917
Mapt	0.083521	0.050917
Med19	0.072149	0.050917
Dlgap4	-0.07839	0.050917
Fhl2	-0.111865	0.050917
Gm16973	-0.134	0.050917
Gngt2	-0.14169	0.050917
Slc35d2	-0.151202	0.050917
Odc1	-0.151346	0.050917
Zbtb8a	-0.179376	0.050917
AA474408	-0.342469	0.050917
2700069I18Rik	-0.439677	0.050917
Gm3788	-0.506439	0.050917
RP24-201C14.12	0.445086	0.05086
Gm10177	0.207044	0.05086
Zfp251	0.191686	0.05086
Mcat	0.153642	0.05086
Tmem220	0.11917	0.05086
Rab27b	0.099422	0.05086
Arfip2	0.066745	0.05086
Alkbh1	-0.096212	0.05086
Rcn1	-0.102345	0.05086
Ccbl1	-0.147393	0.05086
Hrsp12	-0.212878	0.05086
Scn2a1	-0.240832	0.05086
2810006K23Rik	-0.24648	0.05086
Polr2k	-0.283317	0.05086
Aqp7	-0.32463	0.05086
Zp2	-0.438367	0.05086
Gm24401	-0.439327	0.05086
Gemin8	-0.439905	0.05086
Slit1	-0.571339	0.05086
Alpl	-0.324338	0.050829
Unc5d	0.344692	0.050701
Gm16301	0.568787	0.05066
Man2a1	0.106626	0.050637
Rbm17	0.140404	0.050614
C030013D06Rik	-0.258232	0.050614
Mc4r	0.689054	0.050611
Gssos2	0.894885	0.050474
Gm14608	0.610298	0.050455
Sall1	-0.298446	0.050452
Kbtbd13	0.360317	0.050444
Sez6l2	0.160039	0.050444
Ept1	0.086825	0.050444
Naa35	0.086006	0.050444
Tmppe	0.084381	0.050444
Lrrc66	0.077267	0.050444
Map1lc3a	0.074294	0.050444
Ankrd13a	0.067211	0.050444
Lman2	-0.065853	0.050444
Gga3	-0.082406	0.050444
Frg1	-0.085135	0.050444
Clec4n	-0.137976	0.050444
Gdnf	-0.213821	0.050444
Aplp2	-0.059398	0.050412
Hmcn2	-0.139269	0.050412
Itih3	-0.482744	0.050368
Scmh1	0.077997	0.050367
Kcne2	0.362635	0.050275
A530016L24Rik	-0.328755	0.050224
Sox7	-0.4664	0.050127
Gm9531	0.364126	0.049976
St18	0.17242	0.049976
Fibin	0.146873	0.049976
Zfp777	0.14125	0.049976
Gm6768	-0.501147	0.049976
Usp14	0.059219	0.049922
Skiv2l	-0.114279	0.049922
Pdcd2	-0.127089	0.049922
Ipo7	-0.130313	0.049922
Cep170	-0.16579	0.049922
Sostdc1	-0.181141	0.049922
Efr3b	-0.268403	0.049922
Zfp146	-0.324007	0.049922
Inafm2	0.19099	0.049909
Rps11	-0.132612	0.049909
Gpam	-0.268494	0.049909
Hyal3	0.369556	0.049888
Dnajb5	0.280201	0.049888
Zfp367	0.21456	0.049888
Mapk4	0.213445	0.049888
2700046G09Rik	0.191106	0.049888
Cmtm6	0.157707	0.049888
Gfra1	0.124438	0.049888
Zdhhc17	0.111702	0.049888
Zcchc17	0.087863	0.049888
Sh3glb1	0.056501	0.049888
Psmd2	-0.057949	0.049888
Rpa1	-0.109605	0.049888
Car13	-0.110804	0.049888
Hsbp1l1	-0.142635	0.049888
Rpl10	-0.156057	0.049888
Pwp2	-0.175879	0.049888
Snn	-0.178435	0.049888
Rassf8	-0.196402	0.049888
Gm10146	-0.208382	0.049888
Ccng2	-0.208824	0.049888
Cmya5	-0.451453	0.049888
n-R5s136	-0.713419	0.049888
Cystm1	-0.108994	0.049727
Acap2	-0.109272	0.049727
Rnf111	-0.07564	0.049703
RP23-285H9.2	0.577318	0.049665
F7	0.574109	0.049665
Mcemp1	0.438035	0.049665
5430427O19Rik	0.357091	0.049665
Atp8b4	0.346136	0.049665
Morn4	0.200864	0.049665
Tbc1d19	0.166976	0.049665
Hdac6	0.112706	0.049665
Ncoa5	0.107611	0.049665
Engase	0.103931	0.049665
Ccdc64b	0.09807	0.049665
Psma6	0.067485	0.049665
Paqr5	-0.081109	0.049665
Gon4l	-0.085195	0.049665
Tfpi	-0.107197	0.049665
Psmb8	-0.150476	0.049665
Wif1	-0.168106	0.049665
Gm25132	-0.276653	0.049665
Dscaml1	0.69166	0.049657
St3gal2	0.108217	0.049622
Prdm6	0.347593	0.049579
Gm2991	0.623988	0.049562
Lgi3	0.584097	0.049562
Tmem101	0.125329	0.049562
Commd9	-0.124556	0.049562
Chn1os3	0.376966	0.049548
Gm3571	0.48729	0.049506
Smim7	-0.070934	0.049505
Zrsr1	0.077799	0.04946
Cmpk2	-0.148698	0.04946
Smg5	0.07861	0.04946
Cxcl16	-0.098255	0.049446
1810024B03Rik	-0.10989	0.049446
Gm26656	0.621158	0.049438
Gm8355	0.650628	0.049396
Dpep2	0.215068	0.049396
Tmem42	-0.119188	0.049396
Eva1a	-0.388509	0.049396
Tnni3	0.425684	0.049236
Chpf	0.105458	0.049236
Gm15608	-0.443744	0.049236
Drd1a	-0.533824	0.049236
Fndc8	0.808526	0.049207
Gabrr2	0.56906	0.049207
A930011O12Rik	0.342004	0.049207
Ndufb6	0.061098	0.049207
Atxn7l1	-0.083525	0.049207
Tmprss4	-0.092796	0.049207
Agap3	-0.104473	0.049207
9230112E08Rik	0.156685	0.04912
Atrn	-0.136795	0.049114
Gm6485	0.564113	0.049096
Alox5ap	0.161601	0.049096
Polr1c	0.067848	0.049096
Cops6	-0.074901	0.049096
Gm12454	-0.133128	0.049096
Apol10b	-0.276015	0.049088
Gnat1	0.582722	0.049073
Hey2	0.345163	0.049073
RP23-393I12.1	0.214624	0.049073
Mblac2	0.140986	0.049073
Smad9	-0.169183	0.049073
Fam213b	-0.107172	0.049059
Gm7117	0.703367	0.049049
Mief1	0.085644	0.049049
Plekha5	0.077639	0.049049
Kat5	-0.101273	0.049049
Hes5	-0.3423	0.049049
4933427G17Rik	-0.349212	0.049049
Zfat	-0.351513	0.049049
Jmjd6	0.072002	0.049
Slc43a2	-0.10514	0.049
Lsm11	0.13643	0.048993
Celf6	0.129833	0.048971
Tom1l2	0.071267	0.048929
Pld1	-0.05598	0.048929
Kif4	-0.125686	0.048922
Slc5a4b	0.451171	0.04892
Gm13315	-0.557386	0.048905
Itgae	0.245306	0.048895
Car5b	0.179114	0.048895
Rwdd4a	-0.072386	0.048895
Gm11266	0.348813	0.04887
Prkd1	0.248154	0.04887
Grm7	0.319055	0.048778
Chrd	-0.274189	0.048778
Gm26608	0.572999	0.048725
Zc3h12d	-0.127399	0.048725
Sprr2a1	0.304677	0.04852
Pih1d2	0.222255	0.04852
Samd5	0.155017	0.04852
Rab4a	0.101327	0.04852
Lsm14a	0.093847	0.04852
Arel1	0.088866	0.04852
Atp11b	-0.072501	0.04852
Pcbd2	-0.073096	0.04852
Lsp1	-0.094841	0.04852
Epha7	-0.121756	0.04852
Abhd2	0.122414	0.048438
Prpf38a	-0.097161	0.048438
Slc28a2	-0.282487	0.048438
Gm4759	0.247526	0.048424
RP23-5K7.4	0.525539	0.048406
Papd4	-0.225126	0.048383
Gm16124	-0.389023	0.048383
Rnf112	0.221972	0.048375
Tcf19	0.138393	0.048375
Bag5	-0.076379	0.048375
Plcxd1	0.535645	0.04825
Hist1h4j	0.327981	0.04825
Dennd4c	-0.126621	0.04825
Gm12631	-0.615211	0.04825
Snord49b	0.327908	0.048241
Doc2g	0.161116	0.048241
Erbb3	-0.107227	0.048241
Cspp1	0.061433	0.048158
Mrpl34	0.079455	0.048138
Wdfy4	-0.178957	0.048138
Phf11d	-0.14174	0.04812
Cd8b1	0.602953	0.048075
Farsb	0.088509	0.04807
Rab11a	0.070826	0.04807
Tmc5	0.078968	0.048055
Heatr3	-0.166745	0.047966
Pkd2	-0.0875	0.047891
Thbd	0.117236	0.047829
Lamp1	-0.08273	0.047829
Pcdhb8	-0.559743	0.047829
Gm5944	0.565843	0.047737
Gm8615	0.558107	0.047737
Dio3os	0.545612	0.047737
Flt3	0.43941	0.047737
Ccnb2-ps	0.42572	0.047737
Gm10575	0.357474	0.047737
Rims3	0.35497	0.047737
Abcc6	0.326308	0.047737
RP23-349H13.2	0.316927	0.047737
RP23-411B11.4	0.316006	0.047737
P2ry12	0.312876	0.047737
Hrasls	0.306658	0.047737
Chac2	0.24222	0.047737
Galr2	0.216605	0.047737
Nhp2l1	0.177622	0.047737
Ccdc114	0.167833	0.047737
Brip1	0.156409	0.047737
Spc24	0.155149	0.047737
Fam105a	0.151012	0.047737
Golt1a	0.11987	0.047737
Vhl	0.105333	0.047737
Ostm1	0.099983	0.047737
Birc3	0.092972	0.047737
Glud1	0.091219	0.047737
Pdlim4	0.0865	0.047737
Slco3a1	0.078338	0.047737
Sumo3	0.07701	0.047737
Polr3c	0.076339	0.047737
Phactr2	0.060105	0.047737
Ssb	-0.04381	0.047737
Kif13a	-0.050422	0.047737
Vasp	-0.050496	0.047737
Chd6	-0.060794	0.047737
Hivep2	-0.060911	0.047737
Fubp1	-0.061768	0.047737
Tmem127	-0.063549	0.047737
Mfap1b	-0.071476	0.047737
Zeb1	-0.072873	0.047737
Mall	-0.08139	0.047737
Btbd7	-0.087421	0.047737
Mrps6	-0.087466	0.047737
Cdc25b	-0.088667	0.047737
Abi2	-0.097683	0.047737
Cad	-0.115075	0.047737
1110051M20Rik	-0.123752	0.047737
Tk2	-0.123863	0.047737
Fxyd5	-0.124679	0.047737
Armcx5	-0.124739	0.047737
Tamm41	-0.125811	0.047737
Hoxc6	-0.135265	0.047737
Nfxl1	-0.138626	0.047737
Fzd4	-0.15639	0.047737
Adcy4	-0.171608	0.047737
Cbx2	-0.197474	0.047737
Atp5l	-0.203797	0.047737
RP23-44N5.4	-0.20774	0.047737
Mrgpre	-0.220849	0.047737
Ccdc39	-0.234364	0.047737
Pole2	-0.292875	0.047737
Pnpla1	-0.342412	0.047737
Gm6088	-0.381108	0.047737
Gm5292	-0.532748	0.047737
Slc25a43	-0.599873	0.047737
Sucla2	0.063897	0.047622
Nop14	-0.098854	0.047622
Lamb3	-0.126295	0.047622
Akap17b	-0.127465	0.047622
Nmt2	0.069493	0.047615
Zfr	0.052402	0.047615
Nlrp1a	0.555458	0.047611
Zfp449	0.26404	0.047611
Fam132a	0.120964	0.047611
Gprasp2	0.103493	0.047611
Zbtb38	-0.082776	0.047611
H2-Q2	-0.099555	0.047611
RP23-268A12.3	-0.348198	0.047611
RP24-372I24.2	0.586557	0.047577
Trim30b	0.568578	0.047577
AI847159	0.559741	0.047577
Folr1	0.341993	0.047577
Gm16299	0.291692	0.047577
Gspt2	0.19813	0.047577
Ifitm1	0.107628	0.047577
Ms4a6b	0.10449	0.047577
Kdm1b	0.103073	0.047577
Tceb2	0.097207	0.047577
Prpf4	0.09054	0.047577
Nagpa	0.087056	0.047577
Unc45a	0.076634	0.047577
Nfic	0.066741	0.047577
Trappc4	0.065181	0.047577
Hspa4	-0.061912	0.047577
Atp5j2	-0.063855	0.047577
Abhd11	-0.079575	0.047577
Nqo1	-0.09027	0.047577
Yes1	-0.09652	0.047577
Gipc1	-0.107266	0.047577
1700008J07Rik	-0.152176	0.047577
Wnt6	-0.224576	0.047577
Cntnap5a	-0.239637	0.047577
Gm10039	-0.306505	0.047577
Gm5446	-0.32468	0.047577
2810032G03Rik	-0.39687	0.047577
Pbx4	-0.417714	0.047577
Gm14396	-0.478377	0.047577
Gm16861	-0.530671	0.047577
Pcdhb13	-0.53486	0.047577
RP23-34E15.5	0.478652	0.047483
H60c	0.266393	0.047483
Lrrc41	0.204249	0.047386
Arfrp1	-0.065677	0.047386
9430060I03Rik	-0.161293	0.047386
Zfp791	-0.562746	0.047386
E030042O20Rik	0.46106	0.047375
Prkci	0.18322	0.047309
Gigyf2	-0.067358	0.047241
Fli1	0.122084	0.04719
Hpgds	0.103877	0.04719
Scel	0.458116	0.047091
Ccdc89	0.412991	0.047091
A930003A15Rik	0.411689	0.047091
Gm5867	0.333379	0.047091
Lmo1	0.295489	0.047091
Gm20517	0.288136	0.047091
Tdrd12	0.274982	0.047091
Gm2061	0.189557	0.047091
Slc44a3	0.127987	0.047091
Gtf2e1	0.124942	0.047091
Cptp	0.103597	0.047091
Plcg1	0.089097	0.047091
Cnih1	0.074674	0.047091
BC002059	-0.100971	0.047091
B4galnt1	-0.105234	0.047091
Fahd2a	-0.132858	0.047091
Kcna6	-0.15883	0.047091
Slpi	-0.185959	0.047091
Wfdc17	-0.196946	0.047091
Akap5	-0.346368	0.047091
Pitx2	-0.365973	0.047091
Mcpt2	0.544382	0.047064
Rltpr	0.305345	0.047064
Sun1	0.104786	0.047064
Elf2	0.085883	0.047064
Tjp3	0.083566	0.047064
Taf10	0.056242	0.047064
Rbm18	-0.084131	0.047064
Orc2	-0.094186	0.047064
Gk5	-0.112848	0.047064
Gm4651	-0.407516	0.047064
A830018L16Rik	-0.503261	0.047064
Gm14017	-0.532815	0.047064
Atp4a	-0.53345	0.047064
C1qtnf9	0.224371	0.047064
Auh	0.078641	0.047064
Hsp90aa1	-0.080572	0.047046
4732419C18Rik	0.601019	0.046986
Mecomos	0.411724	0.046986
1810019N24Rik	0.334607	0.046986
Syn1	0.213004	0.046986
Tdp1	0.157998	0.046986
Cep192	0.142031	0.046986
Prkch	0.139814	0.046986
Hmgcs2	0.136531	0.046986
H3f3a	0.124349	0.046986
Stau1	-0.061918	0.046986
Irf6	-0.063083	0.046986
2810008D09Rik	-0.092886	0.046986
Gemin5	-0.126523	0.046986
