	Log2(FC)	Log10(Adj. P-value)
Gm10177	-0.306046	0.103221
Serpinf1	-0.230296	0.103221
Sdccag8	-0.137768	0.103221
Rfwd3	0.113101	0.103221
Nova1	0.307224	0.103221
Bzrap1	0.51939	0.103221
Gm14207	0.21534	0.103192
Igsf23	-0.159918	0.103184
Acbd6	0.121124	0.103075
Sars2	0.335407	0.103075
Rnf145	-0.181112	0.103051
Gm6085	0.250455	0.103051
Pus7l	-0.238958	0.103013
4430402I18Rik	0.416134	0.103013
Fkbp4	0.102418	0.102922
Gm12999	0.79903	0.102895
Lpar4	-0.342481	0.102559
Gm14851	-0.155732	0.102559
Parl	0.106142	0.102559
Klk10	0.861968	0.102559
Sox8	0.737301	0.102555
Kcnh3	-0.592404	0.102537
G3bp2	-0.075212	0.102537
Egflam	0.202354	0.102537
RP23-128G10.6	0.183701	0.102486
Slc22a15	0.216374	0.102486
Gm10244	-0.487831	0.102425
G0s2	-0.349239	0.102425
Ankrd50	-0.121528	0.102349
Alkbh2	-0.408089	0.102214
Zfp420	0.281084	0.102214
9830107B12Rik	0.81157	0.102214
Vangl2	0.231667	0.10218
Gm16576	0.59781	0.10218
Nbeal1	-0.081392	0.102145
Gm4673	0.801398	0.102145
Mfap4	-0.230506	0.102039
Fam49a	0.214036	0.102039
Nts	-0.141306	0.101928
Amd1	-0.333359	0.101908
Gm4997	-0.780102	0.101696
Fbxo38	-0.12496	0.101584
Mga	0.095288	0.101584
BC026585	0.279318	0.101584
Msh6	-0.141423	0.101512
Tnfsf13os	0.170968	0.101512
Fitm2	0.186454	0.101477
Scimp	-0.393345	0.101437
Ctdp1	-0.152179	0.101437
Ncoa5	-0.144541	0.101437
Gm25636	0.408336	0.101437
Loxl4	0.524644	0.101437
Tnfrsf22	0.712774	0.101437
Wdr91	-0.395219	0.101434
Ppfia3	-0.165471	0.101434
Gm15445	0.310873	0.101434
Gm12320	0.40264	0.101434
Grp	0.48116	0.101434
Supt20	-0.126885	0.101193
Smyd2	0.129408	0.101141
Zfyve27	-0.118181	0.10105
Clca4	0.118769	0.10105
Zdhhc23	-0.28006	0.100893
Lrrc47	0.121393	0.100893
2810405F17Rik	0.380253	0.100893
Gm14303	0.107313	0.100825
Ephb4	0.181292	0.100825
9330162012Rik	0.185869	0.100825
Fcgr2b	0.232756	0.100777
RP24-303N8.3	0.536176	0.100777
Zbtb3	0.601959	0.100737
Slc36a4	-0.208394	0.100715
Icam2	0.224693	0.100715
Rgs19	0.27663	0.100715
Eif2b1	-0.184104	0.10067
Prdx3	-0.181515	0.100663
Cmbl	-0.08804	0.100663
Gdpd1	-0.077462	0.100663
Rasgrf1	0.633841	0.100663
Akr1a1	0.071462	0.100645
RP23-145H3.3	-0.244131	0.100539
Gm20548	-0.528034	0.100483
Cops7a	-0.184503	0.100419
Tbc1d9b	-0.112128	0.100374
Puf60	0.096731	0.100362
Cdk6	0.108194	0.100193
Tmem234	0.088501	0.10017
Rsph10b	-0.741905	0.100101
Ascl1	-0.741666	0.100101
Cdh8	-0.741616	0.100101
Gm15207	-0.741588	0.100101
Gm13650	-0.741453	0.100101
Gm22578	-0.74143	0.100101
Snora2b	-0.741423	0.100101
Gm27653	-0.741387	0.100101
Hmgb1-ps6	-0.741265	0.100101
Phyhd1	-0.741182	0.100101
Gm11764	-0.741149	0.100101
Ccdc159	-0.741125	0.100101
Clec12a	-0.521563	0.100101
Galntl6	-0.435052	0.100101
Sla2	-0.434866	0.100101
D430019H16Rik	-0.224474	0.100101
E2f1	-0.218807	0.100101
2210408F21Rik	-0.216873	0.100101
Kbtbd7	-0.195917	0.100101
Atrn	-0.191031	0.100101
Gmeb1	-0.131459	0.100101
Tmem139	-0.1308	0.100101
Stx12	-0.086381	0.100101
Dyrk1a	-0.075457	0.100101
Hnrnpll	0.086575	0.100101
Isoc1	0.094485	0.100101
Cep164	0.159079	0.100101
Rpp40	0.191243	0.100101
2410022M11Rik	0.229973	0.100101
Capn13	0.254413	0.100101
1810011H11Rik	0.313055	0.100101
Mroh2a	0.394238	0.100101
Dlg2	0.56204	0.100101
Gm10557	-0.74109	0.100094
Gm13380	-0.740661	0.100068
Gm29036	-0.740636	0.100068
Cdc16	0.127125	0.100068
4933427D14Rik	0.145096	0.100068
Slc2a1	0.161147	0.100068
Cd300lf	0.255569	0.100068
Mpv17	-0.146198	0.100025
Helz	-0.080991	0.100025
Wdr74	0.19275	0.100025
Steap1	0.332133	0.100003
RP24-484G16.12	-0.744774	0.099565
2010109A12Rik	-0.744427	0.099565
Chd7	0.096525	0.099509
Akt1s1	0.187232	0.099509
Dgkg	0.23994	0.099509
2210011C24Rik	-0.180946	0.09948
Asb13	-0.156702	0.09948
Zwilch	0.206362	0.09948
1700028K03Rik	-0.74195	0.099362
Rab11fip2	0.141983	0.099362
C130050O18Rik	-0.413923	0.099357
Acot2	-0.213178	0.099326
Arid4b	0.08446	0.099233
Rab21	-0.128888	0.099223
RP23-414A20.3	-0.471882	0.099132
Abhd11os	0.103287	0.099132
Wnt8b	0.662911	0.099042
RP24-188H2.5	-0.287247	0.098783
Foxo3	-0.107131	0.098783
Itsn1	0.126898	0.098738
Cc2d1b	0.13177	0.098738
Sntg1	-0.513049	0.098714
Gm14021	-0.743796	0.098714
Gm10658	-0.512955	0.098605
Serp2	-0.586789	0.098527
Fbxl2	-0.514217	0.09835
1810019D21Rik	-0.346744	0.09835
Ppfia1	-0.098814	0.09835
Gm17182	0.688128	0.098336
Csrnp2	-0.5961	0.098277
Sct	-0.13759	0.098277
Map3k4	-0.115215	0.098276
Ftsj3	0.151912	0.098276
RP23-411B11.2	0.163093	0.098276
Gria1	0.35077	0.098276
Dennd5b	-0.12495	0.098254
Gm22067	-0.761766	0.098123
Fra10ac1	0.120732	0.098123
Kcnj2	-0.586872	0.098033
Hoxc4	-0.233461	0.098033
Snapc1	-0.173785	0.098033
Plbd2	-0.124994	0.098033
Wbp1l	-0.109185	0.098033
Mdk	-0.182471	0.097962
Gsdmc4	-0.203265	0.097937
Wwp2	-0.127376	0.097815
Fto	0.097305	0.097815
Gnao1	0.101531	0.097815
Spata2l	0.314727	0.097815
Fam213b	0.115047	0.097736
Tmem229b	0.193741	0.097736
Tgif1	0.20694	0.097736
Fam122a	-0.275188	0.097736
Rara	-0.17973	0.097736
Gadd45a	-0.162741	0.097736
Zfx	-0.118863	0.097736
Kif23	-0.110751	0.097736
Pa2g4	0.08718	0.097736
Dcun1d5	0.155009	0.097736
Galnt11	0.181542	0.097736
Recql5	0.206405	0.097736
Frmd8os	0.585996	0.097637
Krtap3-1	-0.518364	0.097558
Gm17396	-0.516991	0.097547
Fdx1l	0.143677	0.097547
Pofut1	0.116835	0.0975
Plat	-0.311175	0.097494
Nxpe4	-0.585963	0.097329
Lppr5	-0.51125	0.097329
Gm10433	-0.414363	0.097329
Ret	-0.172323	0.097329
Prpf39	-0.110314	0.097329
Kpna3	-0.090405	0.097329
Ctsa	0.086984	0.097329
Stk39	0.109005	0.097329
Mthfsl	0.273681	0.097329
Gm17518	0.764733	0.097329
6720427I07Rik	0.13304	0.097114
5430402O13Rik	-0.74514	0.097095
Cdk2	-0.249185	0.097095
Cbx5	0.081379	0.097095
Rrp1	0.096047	0.097095
Gpr55	0.244955	0.097095
Gnmt	0.374269	0.097095
Stxbp5l	-0.522079	0.097006
Mthfsd	-0.202136	0.097006
Gpr37	-0.743077	0.097002
Naa38	0.095173	0.097002
Gm336	-0.754327	0.09684
RP23-247F18.3	-0.749451	0.09684
Sgca	0.646431	0.09684
BC048403	-0.500388	0.096811
Gm6696	0.325399	0.096802
1700067G17Rik	-0.739331	0.096758
Kcnab3	-0.472176	0.096758
Rbm4b	-0.197781	0.096758
Morf4l1	-0.137321	0.096758
Scap	-0.131958	0.096724
Eya4	-0.752376	0.096682
Tmem35	-0.220118	0.096682
Cyfip1	-0.083179	0.096573
1700028J19Rik	-0.749352	0.096553
Gemin4	-0.745867	0.096553
Gm14048	-0.740782	0.096553
Tmem200c	-0.734458	0.096553
Snrnp70	-0.212471	0.096553
Ppl	-0.18473	0.096553
Trappc11	-0.14736	0.096553
Cep162	-0.121682	0.096553
Psmd12	-0.086867	0.096553
Lyn	0.09266	0.096553
Zfp664	0.119053	0.096553
U2af1l4	0.122928	0.096553
6330408A02Rik	0.186361	0.096553
Map1a	0.194132	0.096553
Slc25a40	0.359569	0.096553
Elovl4	0.520775	0.096553
Ttll5	0.138566	0.096542
Asna1	0.178173	0.096542
Hspb7	0.191276	0.096542
Gfod2	-0.184123	0.096512
Itgb2	0.213894	0.09643
Anp32b	-0.101661	0.096325
Calr	0.07624	0.096325
Nelfe	0.093779	0.096325
Gmppb	0.11637	0.096325
Clec4a1	0.207057	0.096325
Hoxd3os1	-0.51569	0.096138
Ddx54	0.124461	0.09609
Amn	-0.133021	0.096016
Rab2a	-0.059226	0.096016
Brwd3	-0.109494	0.095995
RP24-400M20.3	-0.554033	0.095944
Tmem59	-0.122526	0.095908
Mrpl40	0.114253	0.095908
Gm7589	-0.737316	0.095819
Mast4	0.084289	0.095819
Tfrc	0.116916	0.095819
Pelo	0.122083	0.095819
Eno1b	-0.747114	0.095629
Hoxb4	-0.159341	0.095629
Rilpl1	0.223154	0.095629
Galnt1	-0.07698	0.095557
Ifi47	0.163083	0.09552
Uqcr10	0.093185	0.095397
Gm7160	0.279541	0.095397
Atxn7l2	-0.488151	0.095379
Hagh	-0.129576	0.095379
Eid2b	-0.344799	0.095362
Dicer1	0.10076	0.095342
Rnmt	0.118783	0.095342
Hebp2	0.210942	0.095342
Rps15a-ps7	-0.742181	0.09532
Ptrh1	-0.233933	0.09532
Lpin3	-0.129873	0.09532
Apbb1	0.215955	0.09532
Zfp119a	0.276825	0.09532
Gm25930	0.309602	0.09532
Snord100	0.439367	0.09532
Mypn	0.730951	0.09532
Cnot8	-0.158817	0.095256
Plekhm2	0.149482	0.095171
Tgds	-0.22591	0.095126
Atn1	-0.200523	0.095126
Ogt	-0.104916	0.095126
Opa3	0.105466	0.095126
St8sia4	0.163781	0.095045
Parva	0.105108	0.094882
Ipo8	0.104836	0.094862
Slc50a1	0.132916	0.094862
Zrsr1	0.11772	0.0948
Hoxa9	-0.7473	0.094789
Elmod1	-0.741688	0.094789
9430037G07Rik	-0.726552	0.094789
C230035I16Rik	-0.416744	0.094789
Alox5	-0.288029	0.094789
RP23-327M13.3	-0.264961	0.094789
Nfya	-0.244724	0.094789
Htra2	-0.2118	0.094789
Wnt4	-0.202308	0.094789
RP23-114L12.3	-0.172705	0.094789
Plekhg5	-0.157776	0.094789
Snord15a	0.294595	0.094789
Ccdc117	0.142756	0.094563
Capn6	-0.757386	0.094532
Gm14049	-0.613621	0.094532
Fgfbp3	-0.297515	0.094532
Siah1a	-0.210993	0.094532
5430435G22Rik	-0.154669	0.094532
Stard3	-0.094053	0.094532
Snf8	-0.088407	0.094532
Gtf3c2	0.063779	0.094532
Pcsk6	0.106487	0.094532
Lmf1	0.173557	0.094532
Wdr76	-0.148799	0.094436
Plin2	0.134083	0.094436
Piwil4	-0.211448	0.094352
Tut1	-0.170404	0.094352
Nol4l	-0.08779	0.094352
Dcbld1	0.098277	0.094352
Cmklr1	0.192271	0.094352
Krt35	0.377618	0.094352
Cyp2d34	-0.73153	0.094307
Afp	-0.47082	0.094307
Gm13349	-0.275657	0.094307
Rnf170	-0.214228	0.094307
Krtcap2	0.110098	0.094307
Pcyt2	0.130045	0.094307
Tcf3	0.132759	0.094307
Mpp6	0.193776	0.094307
Vstm2l	0.228739	0.094307
Defa17	0.439916	0.094307
Myot	0.785011	0.094307
Bcl2l15	-0.09846	0.094245
Adrbk2	0.125696	0.094245
Fbxw9	0.175099	0.094245
A530099J19Rik	0.376578	0.094245
Spic	0.70911	0.094245
Rps26-ps1	-0.742666	0.094195
Cyb561d1	-0.170855	0.09418
Gngt2	-0.151442	0.09418
Rps24	-0.114687	0.09418
Inhbb	0.376322	0.09418
Asprv1	0.559606	0.09418
Rfx2	-0.216829	0.094158
Lrrc4c	-0.385136	0.094106
Dhcr24	0.112065	0.093973
Tes3-ps	0.368832	0.093936
9530053A07Rik	-0.749991	0.093828
Pola1	0.135908	0.093828
Eml1	0.161775	0.093828
Ska1	0.185527	0.093607
Gm6211	0.483753	0.093607
Serpinb10	-0.750405	0.093566
Rbms1	-0.121986	0.09346
Myo5a	0.133837	0.09346
RP23-16D16.13	-0.31016	0.093449
Qsox2	0.241844	0.093449
Col15a1	-0.163753	0.0931
D11Wsu47e	0.218513	0.0931
Dock5	-0.095786	0.09265
Rnf122	0.18512	0.092646
Sfmbt2	-0.509035	0.092517
Tcea2	-0.428621	0.092517
Phc2	-0.213521	0.092517
Map2k6	-0.209563	0.092517
Srgap1	-0.162723	0.092517
2610008E11Rik	-0.155688	0.092517
Pde7a	-0.139054	0.092517
Rnf114	-0.130245	0.092517
Kif1c	-0.098544	0.092517
Noxo1	-0.096335	0.092517
Cd151	-0.080025	0.092517
Sncg	0.232338	0.092517
Gm15730	0.56564	0.092517
Gm26698	0.662405	0.092517
Alox5ap	-0.214707	0.092389
Taf1a	0.183832	0.092389
Saysd1	0.204847	0.092389
Gm13509	0.582268	0.092389
Gm14284	0.556318	0.092346
Jph4	-0.348708	0.092287
Mtfr2	0.371382	0.092287
Hey1	0.2502	0.092254
Fam199x	-0.122236	0.092195
Selenbp2	-0.446589	0.092055
Oas1b	-0.392522	0.092055
Ddx26b	-0.179037	0.092055
Golm1	-0.070437	0.092055
Dars	0.102775	0.092055
Naa16	0.116894	0.092055
Cc2d2a	0.131823	0.092055
Mapk8ip3	0.137529	0.092055
Chml	0.153137	0.092055
Naaladl1	0.241987	0.092055
4930509G22Rik	0.642884	0.092055
2700016F22Rik	0.63711	0.091992
Ndufb5	-0.086729	0.091989
Gm12589	-0.596554	0.091967
RP24-308L17.2	-0.312551	0.091967
Upf3a	-0.182579	0.091967
Cox5a	-0.091027	0.091967
2010300C02Rik	-0.128751	0.091965
Fbxl8	-0.172527	0.091908
Rpl15	-0.146812	0.091908
Dlc1	0.110995	0.091908
Efcab2	0.195648	0.091908
Pms1	0.273032	0.091908
RP24-142E6.3	0.310889	0.091908
Akt1	-0.12348	0.091732
Zfp418	-0.518347	0.091638
Zbtb12	-0.374068	0.091638
Slc28a2	-0.289599	0.091638
Unk	-0.248382	0.091638
A230050P20Rik	-0.185679	0.091638
Samm50	-0.086581	0.091638
Ankrd13a	0.08627	0.091638
Arhgap27	0.097854	0.091638
Hap1	0.189354	0.091638
Nfasc	0.249616	0.091638
Foxred2	0.515926	0.091638
Hmga1	0.613905	0.091638
Tspan9	0.150809	0.091568
Necap1	0.11141	0.091559
Ict1	0.126708	0.091559
Pparg	-0.34631	0.091476
Chordc1	-0.098286	0.091232
Pisd	0.118949	0.091232
Cpox	-0.157472	0.091227
Ddx23	0.156829	0.091227
Ptgs1	0.092995	0.091221
Gm8394	-0.739094	0.091208
Ints5	0.128611	0.091145
Vps37a	0.086267	0.09114
Cdh26	-0.455778	0.09113
Prob1	-0.41486	0.09113
Senp5	0.165862	0.09113
Ntmt1	0.186829	0.09113
Disp1	0.209221	0.09113
Ighv4-1	0.89066	0.09113
Ppm1k	-0.154565	0.091102
Abcb9	0.161199	0.091102
Cdkn3	0.205455	0.091062
RP24-221A23.7	-0.332444	0.090972
Map3k12	-0.425092	0.090963
Ndufb6	0.083895	0.090925
Best1	0.68811	0.090864
RP24-546N2.3	-0.2633	0.090735
Scyl3	-0.11262	0.090735
Cbx2	0.211502	0.090735
Elp6	0.368001	0.090735
Zdhhc20	-0.102954	0.090656
Capn5	0.168809	0.090656
Tnf	0.379208	0.090656
Pink1	-0.077006	0.090653
RP23-191A19.1	0.477011	0.090516
Slc12a6	-0.13261	0.090444
A530054K11Rik	-0.212253	0.090306
E430025E21Rik	-0.112693	0.090306
9130221H12Rik	0.235396	0.090263
Wdr83os	0.236383	0.090235
Camkk2	-0.11678	0.090144
Bola1	0.123945	0.090144
Ctnnbl1	0.140174	0.090144
Vdr	-0.071497	0.090104
Calr-ps	-0.74005	0.089957
Dnhd1	-0.265679	0.089957
Apol7c	0.502057	0.089957
Klhl8	-0.310172	0.089946
Ndufa11	0.099495	0.08985
Gm6542	0.210627	0.08985
Tmem184a	-0.112736	0.08983
Dnph1	-0.235422	0.089826
9130204K15Rik	0.693229	0.089826
Defa20	0.547316	0.089674
Tacr3	-0.585075	0.089514
Tmem170b	-0.269734	0.089514
Zfp111	-0.227551	0.089514
A830039N20Rik	0.271643	0.089514
Gpr82	0.831151	0.08942
H2-K1	-0.117434	0.089384
Gm4799	-0.70163	0.08937
Gm12669	-0.508378	0.08937
RP23-412L18.5	-0.409736	0.08937
Lynx1	-0.193905	0.08937
Arl16	-0.191218	0.08937
Armc5	-0.169016	0.08937
Nup88	-0.16504	0.08937
Txn1	-0.150274	0.08937
Zfp524	-0.144451	0.08937
Impdh2	-0.131193	0.08937
Cblc	-0.129617	0.08937
Tnc	-0.126122	0.08937
9630033F20Rik	-0.122153	0.08937
Emc3	-0.11072	0.08937
Smu1	-0.098053	0.08937
Cyp51	-0.09399	0.08937
Mrps18c	0.099092	0.08937
Cyp4f13	0.13114	0.08937
Poli	0.190265	0.08937
Cntn1	0.20769	0.08937
A330017A19Rik	0.223862	0.08937
Scn9a	0.377997	0.08937
Iqck	0.597948	0.08937
Oprk1	-0.375857	0.089368
Lpl	-0.258695	0.089295
Slc17a5	-0.157339	0.089142
Hsph1	0.13849	0.089142
Il4i1	0.300007	0.089092
Slbp	0.19506	0.088986
Arsi	0.484721	0.088986
E130309D14Rik	-0.431881	0.088955
Isoc2b	-0.210056	0.088955
Llgl2	-0.168601	0.088955
A330023F24Rik	-0.145331	0.088955
Gpalpp1	-0.129221	0.088955
Pdgfa	-0.086391	0.088955
Gpr137	0.171832	0.088955
Gm15368	0.377541	0.088955
Crlf1	0.406216	0.088955
Rps19bp1	0.11405	0.088921
Olfml3	0.208876	0.088921
Glb1l	-0.213523	0.088876
Zfp87	-0.165366	0.088876
RP24-271M20.3	-0.14393	0.088876
Synj2bp	-0.085739	0.088876
Srp72	0.076105	0.088876
Mical3	0.194751	0.088876
Ctxn3	0.247024	0.088876
Kntc1	0.278841	0.088876
Syne3	0.35596	0.088876
Rpl15-ps1	0.760373	0.088876
Apc	-0.078776	0.08883
Birc6	0.066205	0.08883
Stoml2	0.166779	0.08883
Tmcc2	0.2301	0.08883
RP23-327M13.6	0.187416	0.088764
Zfp963	-0.231885	0.088687
St3gal6	-0.178402	0.088687
Gtf2h1	-0.141231	0.088687
Zfp871	-0.114649	0.088687
Kars	0.097795	0.088687
Tubgcp5	0.129381	0.088687
Dedd2	0.156134	0.088687
Etaa1	0.16485	0.088687
Gm5909	0.282915	0.088687
Proz	0.390411	0.088687
Zfp366	0.794728	0.088687
Asic4	-0.747385	0.088544
Gas2l1	-0.080148	0.088544
Foxp1	0.06138	0.088473
Rpl30-ps5	-0.771832	0.088436
C130046K22Rik	-0.771813	0.088436
Slc6a3	-0.771788	0.088436
D830044D21Rik	-0.771706	0.088436
Gm20513	-0.7717	0.088436
C230004F18Rik	-0.771683	0.088436
Lrrc3b	-0.771662	0.088436
Lingo2	-0.771657	0.088436
Gm13012	-0.771634	0.088436
RP23-162G11.3	-0.771621	0.088436
Gm11725	-0.771595	0.088436
RP23-339P23.1	-0.771567	0.088436
Gm11549	-0.771565	0.088436
Afm	-0.771561	0.088436
Boll	-0.771555	0.088436
4930405A21Rik	-0.771547	0.088436
Gm9025	-0.771544	0.088436
Tnfsf14	-0.771532	0.088436
Robo3	-0.771524	0.088436
4930406D18Rik	-0.771519	0.088436
6030419C18Rik	-0.771502	0.088436
Gm7221	-0.771485	0.088436
Klre1	-0.77148	0.088436
Phyhip	-0.771467	0.088436
Gm10532	-0.771466	0.088436
Mok	-0.771465	0.088436
Cyp11a1	-0.771437	0.088436
RP23-264F2.1	-0.771426	0.088436
Gm12990	-0.771421	0.088436
RP23-182B7.1	-0.771416	0.088436
RP24-142E6.6	-0.771406	0.088436
Adamts16	-0.771401	0.088436
Stra8	-0.7714	0.088436
Gm5879	-0.771397	0.088436
Gm14634	-0.771394	0.088436
Gm12758	-0.771382	0.088436
Nfe2	-0.771381	0.088436
RP23-326I20.4	-0.771338	0.088436
Gm15527	-0.771298	0.088436
Tmem132c	-0.771292	0.088436
AC102860.3	-0.771252	0.088436
Drd4	-0.771245	0.088436
Gm26648	-0.771223	0.088436
Slc30a3	-0.771113	0.088436
Gm10382	-0.771085	0.088436
1700081H04Rik	-0.771066	0.088436
Cfap44	-0.770972	0.088436
Sp6	-0.725034	0.088436
Igsf21	-0.595662	0.088436
Lrrc18	-0.589784	0.088436
Mfsd7c	-0.580822	0.088436
Gm15381	-0.509671	0.088436
AA543186	-0.50794	0.088436
Il18rap	-0.371958	0.088436
Sez6l2	-0.293146	0.088436
AC161246.1	-0.260506	0.088436
Snx30	-0.212432	0.088436
Rhbdl2	-0.201262	0.088436
Kctd18	-0.198215	0.088436
Tmem128	-0.171995	0.088436
Ugt2b5	-0.166108	0.088436
Pdgfc	-0.158563	0.088436
Slc35e2	-0.14865	0.088436
Cactin	-0.139589	0.088436
Foxk2	-0.138779	0.088436
Trim37	-0.132374	0.088436
Stxbp6	-0.129663	0.088436
Prex2	-0.128471	0.088436
Ly75	-0.124464	0.088436
Acad8	-0.122118	0.088436
Ip6k2	-0.115035	0.088436
Thrb	-0.114659	0.088436
Vrk3	-0.113867	0.088436
Hipk3	-0.111842	0.088436
Mbd2	-0.103332	0.088436
Gnaq	-0.096882	0.088436
Furin	-0.091775	0.088436
Scamp2	-0.076714	0.088436
Lgals8	-0.075044	0.088436
Ndufb8	0.07434	0.088436
Drap1	0.076658	0.088436
Jarid2	0.086421	0.088436
Itpr3	0.091949	0.088436
Caskin2	0.095856	0.088436
Uqcr11	0.105564	0.088436
Basp1	0.113365	0.088436
Lbh	0.122685	0.088436
Bop1	0.124693	0.088436
Atp11c	0.124847	0.088436
Plxna1	0.128616	0.088436
Hars2	0.130854	0.088436
Man2a1	0.131825	0.088436
Abi2	0.140301	0.088436
Gpatch2	0.144545	0.088436
Eri2	0.154129	0.088436
Il2rg	0.155745	0.088436
Foxa2	0.168366	0.088436
Hunk	0.17078	0.088436
Anxa3	0.170831	0.088436
Ston1	0.177873	0.088436
Slamf7	0.207761	0.088436
Grasp	0.210174	0.088436
Gbp5	0.214109	0.088436
Abcd2	0.260397	0.088436
Slc10a4	0.308432	0.088436
Bcl2a1a	0.469009	0.088436
RP24-372D1.1	0.990535	0.088436
3110021N24Rik	-0.290288	0.088423
Ebag9	0.162642	0.088423
Ifi205	0.324157	0.088423
Cyp1a1	-0.771282	0.088292
RP24-218I3.2	-0.771059	0.088292
E330020D12Rik	-0.481185	0.088292
Gm7776	-0.434175	0.088292
Iglv1	-0.402146	0.088292
Gnpda1	-0.334515	0.088292
Epdr1	-0.269401	0.088292
Phf11d	-0.251509	0.088292
Kcnh2	-0.229055	0.088292
Gjc2	-0.223486	0.088292
Gigyf1	-0.174555	0.088292
Fbxo4	-0.139751	0.088292
Hspa13	-0.100854	0.088292
Irf2bpl	0.100702	0.088292
Cdk5	0.122107	0.088292
Cul4b	0.12772	0.088292
Sufu	0.161449	0.088292
Ap3m2	0.181709	0.088292
Snta1	0.197401	0.088292
B4galt2	0.203455	0.088292
Cdc45	0.246956	0.088292
Sox17	0.277916	0.088292
Gm25337	0.281549	0.088292
CAAA01116243.1	0.364537	0.088292
Chst3	0.523099	0.088292
Btc	0.184314	0.088278
Fam193a	0.074681	0.088272
Tpd52l2	-0.09112	0.088213
Top2b	-0.089535	0.088213
5430427M07Rik	-0.773243	0.088141
Oaz1-ps	-0.78312	0.088015
Klhl3	-0.775652	0.088015
Tmem241	-0.201581	0.088015
Eif4a3	0.131534	0.088015
Syn2	0.160036	0.088015
Ephx4	-0.771168	0.087889
Rnf38	0.115716	0.087823
Esrp1	0.067157	0.087788
Rnf6	0.119116	0.087784
Irs4	-0.77273	0.087759
Unc5d	-0.771296	0.087759
1700061G19Rik	-0.50067	0.087759
Slc7a5	-0.250243	0.087759
Mettl17	-0.225797	0.087759
Setd2	0.070904	0.087759
Serpina3n	0.206256	0.087759
Itga5	0.303938	0.087759
Cep97	-0.22567	0.087712
Urb2	0.212726	0.087648
P4ha2	0.229679	0.087642
Fam73a	0.147201	0.087569
RP23-187M7.5	0.222603	0.087569
Rpl28-ps3	-0.697148	0.087544
Fzd6	-0.296924	0.087544
Wwc2	0.121279	0.087544
Serpine2	0.133517	0.087432
Hcrtr1	-0.772124	0.087398
Pdk3	0.093083	0.087398
Lgals4	-0.082272	0.087369
Fam136a	0.1344	0.087303
Fam175b	-0.107814	0.087175
Golga7	0.221673	0.087175
mt-Nd4	-0.163287	0.087003
Urgcp	-0.111257	0.087003
Opn3	-0.246762	0.086984
Ruvbl2	0.164713	0.08694
Hoxd3	-0.765083	0.086873
Gm10647	-0.700016	0.086873
Mtg1	-0.204058	0.086831
Msra	-0.097876	0.086831
Steap2	-0.150853	0.086822
Kazald1	-0.344919	0.086604
Psen1	0.110189	0.086604
Copg1	0.128996	0.086604
Tbxas1	0.227886	0.086604
Gpt2	0.176673	0.086542
Ankrd24	0.2091	0.086542
Ctdsp1	-0.111766	0.086527
Sytl3	-0.220944	0.086494
Tpm3-rs7	0.14495	0.086494
Slc22a13b-ps	0.350077	0.086491
Fam83c	0.361431	0.086491
Shisa3	0.386262	0.086491
Bag3	0.093731	0.08647
6530402F18Rik	-0.429352	0.086324
Glyr1	-0.141086	0.086324
Gcnt4	-0.123342	0.086324
Rgs5	-0.109367	0.086324
Chga	0.119537	0.086324
Plod3	0.127601	0.086324
Tnip1	0.16108	0.086324
RP23-348C6.6	0.175471	0.086324
Cep76	0.214782	0.086324
Cfb	0.226527	0.086324
Nes	0.243138	0.086324
Klrb1c	0.385998	0.086324
Snord49b	0.386459	0.086324
Nefm	0.407331	0.086324
Gm25776	0.62927	0.086324
Pank1	0.097645	0.086318
PCDHGC5	0.385719	0.086301
Oas1a	-0.560003	0.086244
Tmem176b	0.128755	0.086239
Nxnl2	0.37725	0.086239
Gm8894	-0.76386	0.08622
Ptpn11	0.098609	0.08622
Xab2	0.175531	0.086129
Gnb5	-0.774933	0.08589
Ephb6	-0.376019	0.08589
Mphosph10	-0.107294	0.08589
Fam132a	-0.105014	0.08589
Olfml2b	0.372103	0.08589
Gm23111	-0.732883	0.085754
A430106G13Rik	-0.34606	0.085692
Mkrn2	-0.16565	0.085604
Lrrc3	-0.181834	0.085558
Loxl1	-0.170627	0.085558
Mak16	0.128649	0.085558
Camk1	0.149264	0.085558
Stard9	0.162467	0.085558
Nudt18	0.185116	0.085558
Sesn3	0.270762	0.085558
Sult5a1	0.528187	0.085558
Dcaf7	-0.079232	0.085491
Gm12608	-0.854801	0.085467
Gm11952	-0.807334	0.085467
RP23-363K7.4	-0.807013	0.085467
Gm26681	-0.798151	0.085467
Gpr182	-0.782134	0.085467
Gm5292	-0.780538	0.085467
Scel	-0.780513	0.085467
Gm13675	-0.778814	0.085467
Mirlet7b	-0.777276	0.085467
Gm14480	-0.774321	0.085467
Gm28792	-0.772602	0.085467
Gm26736	-0.772494	0.085467
1700101E01Rik	-0.771087	0.085467
E330013P04Rik	-0.768374	0.085467
Fam81a	-0.768296	0.085467
Trpc6	-0.766375	0.085467
Gm6564	-0.76503	0.085467
RP23-390C13.3	-0.756508	0.085467
Stk33	-0.755878	0.085467
Gm1840	-0.750983	0.085467
Cemip	-0.574378	0.085467
Gm14703	-0.574037	0.085467
Tenm2	-0.571011	0.085467
RP23-32D13.1	-0.568917	0.085467
Mgarp	-0.568893	0.085467
C430049B03Rik	-0.56862	0.085467
