	log2(fc)	log10(adj. p-value)
Cyp46a1	-0.24162	0.062568
Gm5611	-0.232645	0.062568
Zfp97	-0.226922	0.062568
Gm7008	-0.223832	0.062568
Gjc1	-0.172132	0.062568
Cdk5rap3	-0.122466	0.062568
Cpsf3l	-0.098875	0.062568
Atg4b	-0.078399	0.062568
H13	-0.072326	0.062568
Ppp2r3a	0.111869	0.062568
A330032B11Rik	0.257191	0.062568
Uggt1	-0.064717	0.062527
Tmx4	0.180365	0.062527
5730480H06Rik	-0.275398	0.062441
RP24-89F9.4	-0.309363	0.062334
Gm15850	-0.232762	0.062334
RP24-105B23.2	-0.217409	0.062334
Cpsf4	-0.105135	0.062334
Hexim1	-0.086409	0.062334
Ggps1	0.084869	0.062334
Frs2	0.127154	0.062334
Cybrd1	0.14438	0.062334
Clec14a	0.185865	0.062334
Zfp85os	0.27112	0.062334
4930412M03Rik	0.272841	0.062334
Dus4l	-0.250556	0.06228
Zfx	-0.086947	0.06228
Chic1	0.080383	0.06228
Acat1	0.124333	0.06228
Banf1	0.138105	0.06228
Gm1966	0.263604	0.06228
Dbnl	-0.06716	0.062268
Skp2	0.18176	0.062268
Gm10244	-0.297319	0.062222
4933427G17Rik	-0.26833	0.062222
Lrrc8b	-0.234623	0.062222
Irf2	-0.055465	0.062222
Dfna5	0.089813	0.062222
6530402F18Rik	0.314018	0.062222
Sharpin	0.097399	0.062119
Gm12522	0.229615	0.062119
Tmem86a	-0.120464	0.062109
Zdhhc1	0.24102	0.062109
RP23-411B11.3	-0.247982	0.062026
Map1b	0.085284	0.062026
Dnaaf3	-0.288212	0.061976
Gm10629	0.245825	0.061947
D7Ertd715e	-0.114455	0.06194
RP23-56C10.3	0.281426	0.06194
Bend4	-0.285026	0.061939
Sybu	-0.266744	0.061939
BC003965	-0.080127	0.061939
Hexa	-0.059057	0.061939
Mrps22	0.099369	0.061939
Fbxo2	0.227892	0.061939
Saa1	-0.339267	0.061938
Gm20678	-0.235499	0.06186
Ephb3	-0.101178	0.061677
Gm14292	-0.221108	0.061676
Rnu2-10	-0.214981	0.061676
Ints3	-0.101071	0.061676
Ogfod2	-0.100132	0.061676
Tjap1	-0.092418	0.061676
Myo9b	0.137823	0.061676
Gm20467	0.202262	0.061676
A330040F15Rik	0.210084	0.061676
Gm6564	-0.257604	0.061655
Cdipt	-0.075612	0.061655
Chd5	-0.265884	0.061653
Polg2	-0.162907	0.061653
Mob4	-0.069602	0.061653
Lgr5	0.088634	0.061653
2810428I15Rik	0.100904	0.061653
6030445D17Rik	0.248966	0.061653
Spata33	0.255267	0.061653
Wnk2	-0.125127	0.061636
Ldlrap1	-0.105643	0.061618
St3gal3	0.255511	0.061618
RP23-109J14.2	0.259557	0.061618
Gapt	0.272461	0.061618
Gm14121	0.282783	0.061618
Rpl17-ps10	-0.305792	0.061533
Akr1b3	0.266669	0.061533
RP24-492O4.4	0.281581	0.061533
Mfsd11	-0.109184	0.06139
Cpxm1	-0.293299	0.061381
S100z	-0.260074	0.061381
9330179D12Rik	-0.247803	0.061381
Lilra6	-0.244912	0.061381
RP24-222G3.2	-0.239781	0.061381
Zfp882	-0.233302	0.061381
Cpb2	-0.232645	0.061381
Gm11826	-0.218453	0.061381
Gm17491	-0.166198	0.061381
Rptor	-0.116702	0.061381
B230118H07Rik	-0.112203	0.061381
Gemin7	-0.097027	0.061381
Jarid2	-0.068276	0.061381
Sacm1l	-0.065644	0.061381
Glrx2	0.077122	0.061381
Map3k11	0.110215	0.061381
B230217C12Rik	0.284964	0.061381
9130019P16Rik	-0.219049	0.061327
Gm5900	-0.281103	0.061171
Gm12250	-0.277036	0.061171
Gm14303	-0.080566	0.061171
Fam173a	-0.076965	0.061166
Uprt	0.254918	0.061166
Mpp4	-0.235393	0.06113
Fbxo8	-0.083534	0.06113
Rbm34	0.098838	0.06113
Fbxo17	0.261966	0.06113
Ppp6r2	0.263501	0.06113
RP24-318B11.1	0.327438	0.061123
Gm11696	-0.22867	0.061056
Als2cr12	0.190197	0.061056
Aloxe3	0.24579	0.061056
Nrm	0.130799	0.06104
Gm12751	-0.245107	0.061027
4933423P22Rik	-0.217309	0.061027
Hspb11	0.22514	0.061027
Gm16401	0.266354	0.061027
Tcp11l1	-0.291812	0.060982
1110046J04Rik	-0.28426	0.060982
Gm17196	-0.244513	0.060982
Gsdmcl-ps	-0.242339	0.060982
Pappa2	-0.219413	0.060982
Ggct	-0.140853	0.060982
H2-Eb1	-0.112223	0.060982
Sgsm1	-0.11192	0.060982
Iqgap2	0.048707	0.060982
Hsd17b12	0.06038	0.060982
1700123O20Rik	0.098332	0.060982
Rpl30	0.139401	0.060982
Abhd3	0.191204	0.060982
Tmem136	0.275737	0.060982
Exd1	0.276181	0.060982
Gm12854	-0.203966	0.060978
Jmjd1c	0.077404	0.060888
Fam84b	0.066788	0.060887
3830406C13Rik	-0.08206	0.060875
Ugt8a	-0.237633	0.060824
Rce1	-0.140323	0.060824
1500011B03Rik	-0.13934	0.060824
Rfng	-0.092785	0.060824
Nr1h3	-0.073408	0.060824
2810004N23Rik	0.082984	0.060824
E130309D14Rik	0.271322	0.060824
RP23-383N15.1	0.212722	0.060781
Timm8a2	0.229386	0.060701
Hist1h2bg	-0.243027	0.060695
Pdzrn4	0.222182	0.060606
Tfcp2	0.23427	0.060606
Wdr19	-0.289499	0.0606
Gnas	0.096876	0.0606
Sult2b1	-0.118383	0.060597
Vps52	-0.096764	0.060583
Timm8b	-0.094595	0.060583
Ndufb11	-0.064219	0.060583
Vdac3	0.12397	0.060583
Zfp354a	0.251235	0.060583
Ajuba	0.257553	0.060583
Cd163	-0.20894	0.060551
Rufy4	-0.177373	0.060547
Sqstm1	0.069397	0.060547
Spef1	0.126219	0.060547
Nod2	-0.243672	0.060517
Icam4	-0.211286	0.060517
Il17rc	-0.078226	0.060517
Vps13c	0.141272	0.060461
Mcm3ap	-0.076845	0.060452
Ogn	0.079202	0.060452
Tbc1d20	0.084319	0.060452
Rpa1	0.117188	0.060452
Micall2	0.167486	0.060431
Vipr2	-0.250174	0.060292
Gm22079	-0.226922	0.060253
Ciita	0.172439	0.060253
Rpl39-ps	-0.171156	0.060247
Kctd17	0.216006	0.060247
Fbxw15	-0.279023	0.060196
Gm5428	-0.267286	0.060196
Pik3r6	-0.255102	0.060196
Gm14296	-0.245558	0.060196
Gm5105	-0.197075	0.060196
B130046B21Rik	-0.192767	0.060196
Hps1	-0.162592	0.060196
Ska2	-0.143616	0.060196
Fbxl12	-0.12507	0.060196
Fech	-0.090222	0.060196
Sirt2	-0.070665	0.060196
Dpp8	0.068047	0.060196
Psmc2	0.078411	0.060196
Fundc1	0.102938	0.060196
Gng2	0.122376	0.060196
Akr1c19	0.138405	0.060196
Clec4a1	0.15833	0.060196
Ppp1r16b	0.171434	0.060196
Flywch1	0.211072	0.060196
1700028K03Rik	0.227781	0.060196
9330182L06Rik	0.228314	0.060196
Asb5	0.231298	0.060196
4-Mar	0.235796	0.060196
Tmem130	0.242126	0.060196
Snora73b	0.249908	0.060196
Lrrc73	0.265356	0.060196
Gm3617	0.28032	0.060196
Thumpd3	0.073212	0.060183
Rpl21	-0.113046	0.060141
Ndufc1	-0.048608	0.060141
Reln	-0.127556	0.060033
RP23-309A8.3	0.265761	0.060012
Ighg2c	0.366187	0.060012
Ovgp1	0.235988	0.059989
Cenpu	-0.16972	0.059982
Cmpk1	0.084086	0.059977
Pisd-ps1	-0.27981	0.059962
Zc3h11a	0.239714	0.059962
Zfp831	-0.279056	0.059958
Rac3	0.266701	0.059958
Supt7l	-0.107901	0.059944
Traf7	-0.103043	0.059944
Fam193a	0.067549	0.059944
Syne1	0.084768	0.059944
Gyltl1b	0.242414	0.059944
Gm5141	0.243955	0.059944
Gsg1	0.262183	0.059944
A930029G22Rik	0.26673	0.059944
Ndufb8	-0.054594	0.059889
Zfp639	0.102716	0.059889
1700108F19Rik	-0.320015	0.059847
Tmem59	-0.083995	0.059847
Lcp1	0.091502	0.059847
Twist1	0.272071	0.059847
1600010M07Rik	-0.258394	0.059843
Gm13415	-0.269332	0.059819
Pcdhb8	-0.253292	0.059819
Gm8086	-0.245107	0.059819
RP23-303M15.7	-0.210383	0.059819
2810030D12Rik	-0.202272	0.059819
Msto1	-0.173009	0.059819
Pomt1	-0.132942	0.059819
Aifm2	-0.122407	0.059819
Zbtb44	-0.071924	0.059819
C1qb	0.116087	0.059819
Gm12305	0.204948	0.059819
Gm11697	0.28781	0.059819
RP23-250O14.1	-0.25384	0.059626
Gm15527	-0.170126	0.059626
Dmbt1	-0.091485	0.059626
Stip1	-0.083167	0.059626
Uhrf2	-0.081095	0.059626
Zc3h15	-0.052428	0.059626
Zc3h7a	0.05189	0.059626
Mkks	0.070993	0.059626
Nsun5	0.159763	0.059626
Axdnd1	0.232402	0.059626
Fat1	0.107954	0.059602
Stambpl1	0.112238	0.05958
Creg2	0.246398	0.059504
Mlph	-0.066296	0.059502
Lcn2	-0.274539	0.059458
Slc22a12	-0.252424	0.059458
Phox2a	-0.243623	0.059458
Txk	-0.180624	0.059458
Plekhm3	-0.09964	0.059458
Gnl3l	0.06105	0.059458
Rab27a	0.121512	0.059458
Acvr1	0.206964	0.059458
Ino80dos	-0.274172	0.059458
Depdc5	0.140241	0.059458
Mettl5	0.110836	0.059454
Sesn3	-0.195452	0.059446
RP23-288J11.1	0.280226	0.059446
Ncor1	0.041079	0.059402
Cacna1f	-0.193677	0.059305
Cab39l	-0.082671	0.059305
Pusl1	0.171537	0.059305
Gm13157	-0.174003	0.059255
Tph1	0.155458	0.059255
RP23-175G2.2	-0.278943	0.05914
Nit1	-0.08247	0.059121
Six2	-0.245107	0.059087
Flot1	-0.081279	0.059087
Ring1	0.151848	0.059087
Mfi2	-0.220588	0.059044
Mapkapk5	0.148568	0.059044
Dennd2d	-0.068647	0.058984
9930004E17Rik	-0.240481	0.058902
Igf2os	-0.217408	0.058902
Reg3b	-0.140108	0.058902
Pex26	-0.135844	0.058902
Leprotl1	-0.058732	0.058902
Abracl	0.086562	0.058902
Ropn1l	0.242605	0.058902
Gm14830	0.262854	0.058902
Exosc9	-0.060186	0.058871
5430402O13Rik	-0.250787	0.058867
Ids	-0.088734	0.058867
Usp10	0.080434	0.058867
Rab1b	0.081515	0.058867
Fam188a	0.088087	0.058867
Scarna9	0.289923	0.058867
Awat2	-0.263763	0.058747
Gm12355	-0.277671	0.058689
Fam160b1	-0.082325	0.058589
Ank	-0.070902	0.058589
Ddx47	-0.092082	0.058567
Cwh43	-0.23787	0.058541
Rps24-ps3	-0.19652	0.058516
Fsip1	-0.229022	0.05841
Sugct	0.256645	0.058406
Kcnh8	0.256222	0.058368
Btbd6	-0.129893	0.058334
Hmgcl	-0.118931	0.058334
Map3k15	0.213376	0.058334
Muc16	-0.32172	0.058237
Atf7ip2	-0.246581	0.058237
Ces2g	-0.152493	0.058237
Rb1cc1	0.064794	0.058237
Sae1	0.071739	0.058237
Usp19	0.101379	0.058237
Mchr1	0.188253	0.058237
Avil	0.190635	0.058237
RP24-81A5.3	0.236315	0.058237
P2ry13	-0.228542	0.058177
2610318N02Rik	-0.22557	0.058177
Gpi1	-0.083365	0.058177
Rab12	-0.072759	0.058177
Sf3b6	0.093789	0.058177
Smarcd3	0.17689	0.058177
Kcnk13	0.265161	0.058177
Zfp395	-0.217296	0.05815
Nudt17	-0.251682	0.058137
RP23-328G14.3	-0.236765	0.058137
Snora31	-0.182915	0.058137
Tgif1	-0.14941	0.058137
Gpaa1	-0.074682	0.058137
Hcfc2	0.073625	0.058137
Coq5	0.093602	0.058137
Psmg2	0.103684	0.058137
Zeb2	0.106451	0.058137
Gtf3c5	0.140304	0.058137
E030042O20Rik	0.285925	0.058108
Mptx2	0.096855	0.05799
Gm10059	-0.286569	0.057921
Lin7a	-0.27043	0.057921
RP23-296I6.8	-0.144655	0.057921
5430405H02Rik	-0.134279	0.057921
Brd7	0.063277	0.057921
Spc24	0.10916	0.057921
Scn7a	-0.114001	0.057864
Ppy	0.246629	0.057864
Ly9	-0.261554	0.057804
Gm10071	-0.231312	0.057804
Lxn	-0.109552	0.057804
Daam2	0.159252	0.057804
RP23-116P18.2	0.205848	0.057804
Serac1	0.256489	0.057783
Gm17025	-0.216211	0.057777
Armc10	0.117559	0.057777
Brap	-0.082072	0.057712
Gatad2a	-0.07704	0.057678
RP23-85E24.2	0.271924	0.057668
Gm13532	-0.21994	0.057656
Pnkp	-0.124491	0.057656
Repin1	-0.111513	0.057656
Jph2	-0.111199	0.057656
Tln2	-0.088122	0.057656
Cd63	-0.070934	0.057656
Cox7b	-0.066694	0.057656
Pon2	-0.062472	0.057656
Heatr5a	0.105728	0.057656
Atp7b	0.198367	0.057656
Zc3h12c	0.225186	0.057656
Zfand2a	0.157366	0.057637
Mtdh	0.047331	0.057603
Tfdp1	0.227933	0.057603
Hist1h2ab	0.232473	0.057603
Fcrl5	-0.185167	0.057593
Prim1	-0.136595	0.057593
Hspa4	0.055664	0.057593
Naa30	0.064554	0.057593
Rbpms	0.11793	0.057593
Josd2	0.126663	0.057593
Dcp1b	0.141252	0.057593
Stc2	0.184041	0.057593
Rnu11	0.279799	0.05759
Pdss2	0.076885	0.057582
Rrp15	0.131513	0.057566
Rpl36-ps2	-0.252424	0.057532
Hint1	-0.046539	0.057532
Htra2	0.17482	0.057498
Mb21d2	-0.080646	0.057455
Ticam2	0.226105	0.057451
Mtfr2	0.26546	0.057451
Ngrn	-0.073455	0.057444
Ces1e	-0.159453	0.057415
Stard3	-0.067009	0.057415
Pkig	0.071851	0.057415
Zhx1	0.098088	0.057415
Nipal2	0.13349	0.057415
Rpsa-ps10	-0.208128	0.057261
Mapk3	-0.089635	0.057261
RP24-329M13.1	-0.2437	0.057177
0610009L18Rik	-0.182269	0.056878
Vamp2	-0.07571	0.056878
Rhof	-0.118289	0.056838
Sdr39u1	0.076225	0.056806
Slc23a2	0.109869	0.056806
Gm15987	-0.237639	0.056778
Kcnq4	-0.221269	0.056778
Tesk2	-0.082069	0.056778
Zfp593	0.118985	0.056778
Phtf2	0.120273	0.056778
Cnn2	0.121522	0.056778
Mtx3	0.152415	0.056778
Gm20125	-0.174908	0.056735
Tspyl2	0.194383	0.056735
Msl3l2	-0.264801	0.056695
St5	-0.104736	0.056695
Aftph	-0.069244	0.056695
Ythdf2	0.072924	0.056695
Fam208a	0.076282	0.056695
Klf16	0.106426	0.056695
Map2k5	0.117784	0.056695
Mfsd3	0.193856	0.056695
Gm5812	-0.2479	0.056649
Ckmt2	-0.237965	0.056649
Scg5	-0.160548	0.056649
Pla2g2a	-0.10943	0.056649
Sun2	-0.100057	0.056649
Rab9	-0.094302	0.056649
R3hdm4	-0.092589	0.056649
Eng	0.146226	0.056649
Fpgs	0.168312	0.056649
Gm996	0.228336	0.056649
Naa40	-0.126618	0.056614
Phgdh	0.254892	0.056566
Ubr7	0.101081	0.056523
Hk3	-0.26437	0.056521
Papss1	-0.058946	0.056521
Zfyve9	0.080762	0.056521
Dbpht2	0.24856	0.056521
Ly6g6c	0.260986	0.056521
mt-Tl2	0.272277	0.056521
Gm15730	-0.29376	0.056516
Spock3	-0.277382	0.056516
Fbxl12os	-0.271199	0.056516
Foxc2	-0.207138	0.056516
Gm13479	-0.194486	0.056516
Ofd1	-0.126818	0.056516
Cldn3	-0.05668	0.056516
Gm26569	0.250107	0.056516
Gm26707	-0.178999	0.056502
Med30	0.179886	0.056496
Minpp1	-0.172294	0.056455
Ncapd3	0.131007	0.056455
Adamts2	-0.130398	0.05639
Tns4	-0.122155	0.05639
Emp2	-0.080034	0.05639
Pcsk7	0.158229	0.05639
Gm26871	0.257276	0.05639
Unc5a	0.293697	0.05639
Gm26518	-0.287908	0.056373
Bloc1s5	-0.136271	0.056373
Olr1	0.238861	0.056373
Tbl3	-0.136721	0.056313
Map4	-0.061734	0.056281
Gm608	-0.074045	0.056224
Gpr162	-0.274403	0.05622
9530052C20Rik	-0.216249	0.05622
Kdm2a	-0.0575	0.05622
Ccdc59	0.076316	0.05622
Snx14	0.087396	0.05622
Gm13203	0.206097	0.05622
2410019O14Rik	0.243185	0.05622
Drosha	0.07235	0.056201
2610027K06Rik	0.253692	0.056201
Slmo1	0.27068	0.056194
RP24-95D6.2	-0.250236	0.056181
Mbd3	-0.134692	0.056181
Rbm8a	0.057334	0.056181
Ifitm10	-0.262585	0.055998
Pcdh11x	-0.219947	0.055998
Rai14	-0.099451	0.055998
Srprb	-0.094842	0.055998
Rab25	-0.08902	0.055998
Cpne2	-0.070035	0.055998
Chchd3	0.051954	0.055998
Cgn	0.092343	0.055998
Nfe2l3	0.206322	0.055957
Cd209g	-0.22703	0.05591
Aox2	-0.225193	0.05591
Apex2	-0.186837	0.05591
Bcs1l	-0.12424	0.05591
Dirc2	-0.071822	0.05591
Myo15b	-0.066503	0.05591
Kif3b	-0.075395	0.055909
3300002A11Rik	-0.185805	0.055829
RP23-70F22.2	-0.238351	0.055786
Bahcc1	0.195392	0.055786
Grid1	-0.219413	0.055769
E530001K10Rik	-0.239367	0.055744
Lrrtm1	-0.2703	0.055588
Usf1	-0.255756	0.055588
Snora24	-0.233981	0.055588
1-Sep	-0.229917	0.055588
Rps12-ps1	-0.218453	0.055588
Gm13783	-0.213599	0.055588
2810407A14Rik	-0.168431	0.055588
Adamts10	-0.165172	0.055588
Slc27a2	-0.158911	0.055588
Cldn4	-0.128289	0.055588
Polrmt	-0.115284	0.055588
Colgalt1	-0.075771	0.055588
Cep170b	0.065703	0.055588
AW112010	0.067997	0.055588
Arhgdia	0.075194	0.055588
Bgn	0.077523	0.055588
Mgat3	0.10918	0.055588
Ythdc2	0.113029	0.055588
Kdm3b	0.121099	0.055588
Gm9917	0.130391	0.055588
Tm2d1	0.137852	0.055588
Arhgap30	0.137977	0.055588
Cept1	0.143504	0.055588
Ces1d	0.204366	0.055588
Slco1c1	0.213574	0.055588
Cpa3	0.245424	0.055588
Tlr1	0.264248	0.055588
Pcdhga10	-0.22899	0.055576
Gm26782	-0.144117	0.055522
Polg	-0.105095	0.055522
Pla2g10	-0.099135	0.055522
Lyrm4	0.090948	0.055522
Dpysl4	-0.26751	0.055493
Nccrp1	0.227584	0.055493
Man2b2	0.218952	0.055452
Rabl2	0.158462	0.055412
1810062O18Rik	-0.27006	0.055411
Zfp874b	-0.16629	0.055411
Lmf2	-0.127471	0.055411
Ei24	-0.066561	0.055411
Mfn1	0.074147	0.055411
Snhg9	0.153947	0.055411
RP23-328G14.1	0.218016	0.055411
Il12rb1	0.268541	0.055411
Chn1os3	-0.275222	0.055325
RP23-393I12.1	-0.232035	0.055197
Paics	-0.148442	0.055197
Pole4	-0.07592	0.055197
Smc3	0.049096	0.055197
Lztfl1	0.081527	0.055197
Gm6039	-0.263224	0.05516
Sh2d2a	-0.255972	0.05516
RP24-337A16.2	-0.238321	0.05516
Syngr3	-0.213718	0.05516
Dclk2	-0.167626	0.05516
Efcab2	-0.118154	0.05516
Tlk1	-0.060652	0.05516
RP24-321N12.1	0.251488	0.05516
Mrpl12	0.064923	0.055154
Fam126b	0.060756	0.055131
Fh1	0.176912	0.055091
Ppil6	-0.216983	0.055029
Fnbp1l	0.068774	0.055029
5033428I22Rik	0.204948	0.055029
Ccdc8	-0.210066	0.055025
Rpl13a	-0.06994	0.055002
Gm6368	-0.285443	0.054988
Efcc1	-0.230892	0.054979
Dock11	-0.113099	0.054979
Slc25a43	-0.23462	0.054976
1700003I22Rik	-0.245107	0.054952
Plxna4	-0.16587	0.054952
Ralgapa2	-0.065696	0.054952
Tcrg-V1	0.269148	0.054952
Gm26530	-0.206325	0.054934
Pcnt	-0.074245	0.054934
Gm14769	0.170637	0.054934
Rpl23	-0.054898	0.05493
Tnrc6c	0.07006	0.054928
Rps23-ps2	-0.200045	0.054923
Crybb1	-0.25275	0.054918
Smyd1	-0.232761	0.054918
Ttc25	-0.20635	0.054918
5330426P16Rik	-0.147806	0.054918
Fbxo21	-0.105545	0.054918
Rpl35	-0.098831	0.054918
Bloc1s4	0.11443	0.054918
RP24-111C16.1	0.127457	0.054918
Pparg	0.269201	0.054918
Jag2	-0.233883	0.054866
Psmd9	-0.09461	0.054866
Gpatch8	-0.061893	0.054866
Hnrnpul2	-0.059449	0.054866
Saysd1	0.173731	0.054866
Sorbs1	0.206716	0.054866
Gm20627	-0.199652	0.05482
Sparcl1	0.057087	0.05482
Drg2	0.114115	0.05482
Capn6	0.221398	0.05482
Gm19980	0.235177	0.05482
Gpr153	0.254044	0.05482
Gm10039	-0.265935	0.05481
Zc3h6	-0.159157	0.05481
Zdhhc12	-0.111188	0.05481
Wls	0.075446	0.05481
Kansl1l	0.151149	0.05481
Pomc	0.219803	0.05481
Lrrc32	0.138947	0.054716
Klf8	0.247497	0.054716
Spag1	-0.270198	0.054703
Gpr161	-0.25072	0.054703
Wfdc1	-0.125152	0.054703
A630081J09Rik	-0.081235	0.054703
Psmd8	-0.058498	0.054703
Ccdc137	0.105348	0.054703
Ston2	0.243877	0.054703
Asgr2	0.254276	0.054703
Cep72	0.256232	0.054703
Igkv8-19	-0.178202	0.054696
Sbk1	0.113171	0.054502
Sult1e1	-0.191857	0.054496
Tusc1	0.109151	0.054496
Gm23127	0.244041	0.054428
Dhx34	0.167757	0.054384
Zfp956	-0.149874	0.054346
AI847159	0.185737	0.054346
Gpx8	0.124991	0.054271
Pygm	0.186178	0.054271
Gm10801	0.237018	0.054271
Gm4737	-0.230369	0.05423
A730011C13Rik	-0.242214	0.054075
Lix1l	0.247896	0.054075
Dhodh	0.122849	0.053895
Cfap53	-0.251943	0.053845
Gm10371	-0.170447	0.053845
9130221H12Rik	-0.162341	0.053845
Susd3	-0.267618	0.05384
Traj18	-0.268683	0.053706
Mab21l2	-0.151146	0.053706
Minos1	0.061172	0.053706
Exoc6b	0.070578	0.053706
D730045B01Rik	-0.240173	0.053661
Adcy4	-0.182564	0.053661
Sh3kbp1	-0.114244	0.053661
Ppp2r5b	-0.107429	0.053661
Prdm2	-0.077907	0.053661
Mprip	0.050473	0.053661
Cxadr	0.065859	0.053661
Dcaf13	0.074589	0.053661
Nae1	0.087219	0.053661
Fam105a	0.125212	0.053661
Lrrc2	0.200603	0.053661
Gm23130	0.230235	0.053661
Pnma2	0.268436	0.053661
Ccl17	-0.280952	0.05365
Tac1	0.091986	0.05361
2410002F23Rik	0.109759	0.053586
Tnni2	-0.278047	0.053558
BC028528	-0.25758	0.053558
RP24-92E18.1	-0.218667	0.053558
Qpctl	-0.213541	0.053558
Csf3r	-0.207084	0.053558
RP24-297J20.4	-0.171986	0.053558
Paip1	-0.065347	0.053558
Ist1	0.053723	0.053558
Adam33	0.087558	0.053558
Kcnk2	0.124581	0.053533
Gab1	0.127301	0.053519
Dlgap1	0.202382	0.053422
Evi2a	-0.232806	0.053374
Arl11	-0.309374	0.053355
Fth1	-0.068516	0.05332
9230110C19Rik	-0.217799	0.053209
Cd52	-0.090936	0.053209
Psmc6	-0.052012	0.053209
Dlat	0.075705	0.053209
Pdhb	0.080917	0.053209
Cc2d1a	0.193222	0.053209
Cfap43	0.23939	0.053209
Slc39a9	-0.077459	0.053165
Srgn	0.136147	0.053165
Ascc1	-0.138284	0.053153
Gm10275	-0.075501	0.053116
C5ar1	-0.264978	0.052978
Amd-ps1	-0.180411	0.052978
Rps13-ps2	-0.0746	0.052978
Snrpd3	0.061805	0.052978
Sephs1	0.074914	0.052978
Chga	0.093962	0.052978
Prmt6	0.103065	0.052978
Ctrl	0.226271	0.052978
Kcnh1	-0.231698	0.052976
Nfatc2ip	0.103892	0.052976
Haus4	0.106518	0.052976
Cysltr1	0.1744	0.052976
Dennd2c	-0.228092	0.052972
Trmt1l	-0.068354	0.052892
Zfp236	-0.096247	0.052871
Asb13	0.114446	0.052845
Kcna5	-0.251275	0.052795
Kbtbd3	-0.168764	0.052725
2410015M20Rik	-0.070239	0.052725
Snrnp48	0.059137	0.052725
Cxcr6	-0.176347	0.052724
Sh3tc1	-0.140382	0.052724
Aldoa	0.053569	0.052601
Mrpl40	0.091756	0.052601
Zfp953	-0.160724	0.052595
4930570D08Rik	-0.23508	0.052558
Actr8	-0.079223	0.052518
Dnajc30	0.087503	0.052518
RP24-188H2.4	-0.242563	0.052489
Zfp169	-0.166568	0.052419
Nhsl2	-0.108936	0.052419
Ccbl1	0.113984	0.052419
Ly6a	0.080439	0.052416
Snord104	0.112841	0.052416
Rps16	-0.100275	0.052328
Rps15a-ps4	-0.243473	0.052325
Hypk	-0.097424	0.052325
Senp7	-0.087487	0.052325
Eif3e	-0.087341	0.052325
Inppl1	-0.062393	0.052325
Met	0.066034	0.052325
Pkp1	0.102872	0.052325
Celf5	0.164866	0.052325
RP24-367P22.1	0.182154	0.052325
H2-T24	0.219963	0.052325
Nlgn2	0.167411	0.05231
Poln	-0.195608	0.052267
Dcdc2a	-0.193677	0.052267
Olfr56	-0.174908	0.052267
Tril	-0.137273	0.052267
Necap1	-0.072964	0.052267
Rab7	-0.056245	0.052267
Rpl12	-0.053229	0.052267
Luc7l3	0.054501	0.052267
AI597479	0.102908	0.052267
Lrig1	0.105229	0.052267
Zfp866	0.113672	0.052267
Cnpy4	0.114381	0.052267
Plk2	0.157623	0.052267
Hottip	-0.245107	0.052207
F630040K05Rik	-0.200736	0.052207
Rab29	-0.100135	0.052207
Paxbp1	0.067522	0.052207
Usp46	0.104569	0.052207
Ccr9	0.176596	0.052207
Hmgn2	0.261185	0.052207
Eif4e	0.066975	0.052174
Hoxd10	-0.228416	0.052172
Mcm8	-0.218119	0.052172
Gpx7	0.18246	0.052172
Nrbf2	0.244239	0.052172
Sprr1a	-0.29065	0.0521
Zfp85	-0.266816	0.0521
Zfp93	-0.265222	0.0521
9930104L06Rik	-0.141066	0.0521
Pbxip1	-0.055998	0.0521
Rsad2	0.135645	0.0521
Vangl2	0.170287	0.0521
Ppfia2	0.225673	0.0521
Gm10698	0.271872	0.051993
Cables2	-0.076824	0.051986
BC005624	0.078813	0.051969
Phactr3	0.223075	0.051969
Lama2	0.120724	0.051905
Cdk20	-0.240918	0.051903
Gabra4	0.176489	0.051903
Tiprl	-0.070106	0.051849
Rasl12	-0.244409	0.051829
Tbpl1	0.107483	0.051829
Has2	0.245374	0.051767
Gm6580	-0.173865	0.051663
Bahd1	-0.119337	0.051663
9130208D14Rik	-0.083944	0.051663
Gstz1	-0.073654	0.051663
Psmf1	-0.071242	0.051663
Ceacam1	0.076663	0.051663
Pcdhgb5	0.229452	0.051663
Rhbdf1	-0.119272	0.051658
Ccr3	-0.253849	0.051619
Lzts3	-0.250904	0.051619
Gm9531	-0.244908	0.051619
Chst10	-0.243807	0.051619
1700023F06Rik	-0.234844	0.051619
Plet1	-0.225546	0.051619
Snord15a	-0.20463	0.051619
Gm11380	-0.199652	0.051619
Kcnmb2	-0.188508	0.051619
Supt4a	-0.15582	0.051619
Zfp101	-0.147945	0.051619
Rilpl1	-0.14435	0.051619
Traf2	-0.137977	0.051619
Tcirg1	-0.12005	0.051619
Chst15	-0.107714	0.051619
Dnal4	-0.106458	0.051619
B4galnt1	-0.095661	0.051619
Lamb2	-0.092252	0.051619
Rab20	-0.091502	0.051619
Rgp1	-0.091413	0.051619
Nelfa	-0.082306	0.051619
Gfm2	-0.080343	0.051619
Ngef	-0.078124	0.051619
Cdc42bpg	-0.074351	0.051619
Hspa5	-0.058553	0.051619
Rps21	-0.046558	0.051619
Ufl1	0.070778	0.051619
Rpl27	0.086562	0.051619
Tmf1	0.09195	0.051619
Vmn2r-ps126	0.163868	0.051619
Nyap2	0.169497	0.051619
Gm22897	0.214159	0.051619
Cd160	0.234911	0.051619
Ntsr1	-0.237613	0.051579
1700001J03Rik	-0.229375	0.051579
