ACCESSION,DESCRIPTION,NORM_INTENSITY_1,NORM_INTENSITY_2,NORM_INTENSITY_3,NORM_INTENSITY_4,NORM_INTENSITY_5,NORM_INTENSITY_6,NORM_INTENSITY_7,NORM_INTENSITY_8,NORM_INTENSITY_9,NORM_INTENSITY_10,NORM_INTENSITY_11,NORM_INTENSITY_12,NORM_INTENSITY_13,NORM_INTENSITY_14,NORM_INTENSITY_15,NORM_INTENSITY_16,NORM_INTENSITY_17
E9Q939,Transferrin OS=Mus musculus OX=10090 GN=Trf PE=4 SV=1 ,103201285,117669733,118367669,149118813,119281703,202781293,189229505,767262209,203073182,318431255,520655554,138919005,562921537,737355373,362914137,199833331,155797870
P57776,Elongation factor 1-delta OS=Mus musculus OX=10090 GN=Eef1d PE=1 SV=3 ,154267517,226964819,39471648,241447860,282191042,38153148,366916468,328334370,51760170,301009807,14262237,111099475,65844484,41018199,127167657,228284741,266267785
Q9D871,Carcinoembryonic antigen-related cell adhesion molecule 18 OS=Mus musculus OX=10090 GN=Ceacam18 PE=2 SV=1 ,9580520,17279362,32096821,51551920,62162109,27528914,5643792,970550,66018823,3388761,1298537,8886014,2760904,9799528,15234281,13833890,5099268
F6T2H5,Probable aminopeptidase NPEPL1 (Fragment) OS=Mus musculus OX=10090 GN=Npepl1 PE=1 SV=1 ,93055692,55989721,65789824,70607928,98449281,74714010,111981458,36892690,76660667,84805505,25626828,49771813,46601470,29375244,59978785,57028817,92885577
A2BE93,Protein SET (Fragment) OS=Mus musculus OX=10090 GN=Set PE=1 SV=1 ,4113125,4235871,5904523,15271855,24168693,19789428,9825895,21740770,6899802,1210416,46215621,7335304,2024388,32120190,5524095,9065500,14725982
A2ACY8,Olfactory receptor 1337 OS=Mus musculus OX=10090 GN=Olfr1337 PE=3 SV=1 ,3751118,11053467,632186,6122630,12747224,1,7918626,3395446,12034529,6600909,396169,8875382,2663630,4333028,1901522,3623427,13012703
A2BE92,Protein SET (Fragment) OS=Mus musculus OX=10090 GN=Set PE=1 SV=1 ,1667035,3334212,3716016,11086848,23712356,8532729,9433746,5808320,6384490,258279,43393032,7265017,1840593,31604470,4185297,8368204,14419771
Q3V036,Coiled-coil domain-containing protein 27 OS=Mus musculus OX=10090 GN=Ccdc27 PE=2 SV=1 ,8624829,2961796,6879253,13901063,18523706,4785861,3221647,4474720,1898495,2172131,40499822,6110217,711280,38285698,2868960,1332448,13108414
P62082,40S ribosomal protein S7 OS=Mus musculus OX=10090 GN=Rps7 PE=2 SV=1 ,73780794,147902818,192678514,145159027,84594673,116765026,173940303,118715737,99313375,169109868,179371743,201281194,160280091,411573360,518453195,112760596,182943305
A0A0U1RQ20,Apoptosis-associated speck-like protein-containing a CARD (Fragment) OS=Mus musculus OX=10090 GN=Pycard PE=1 SV=1 ,87800710,64680873,122533630,42757131,43439497,53779127,19237454,104107965,26033600,58341763,66092139,112060018,150596520,105712348,92978809,28716229,169052329
P0CG49,Polyubiquitin-B OS=Mus musculus OX=10090 GN=Ubb PE=2 SV=1 ,658945133,615302281,565022021,397283998,122191709,556914315,153394402,425475082,187009666,504704146,307006397,438657932,150650302,132562302,92077620,63656181,385635573
E0CXB9,Catenin alpha-2 OS=Mus musculus OX=10090 GN=Ctnna2 PE=1 SV=1 ,4249046,750585,52196,272290,32763774,154330,2808352,283234,3186291,15177934,12333548,1202513,1758437,11528350,6657429,2611607,22143768
D3Z1B9,V-type proton ATPase catalytic subunit A (Fragment) OS=Mus musculus OX=10090 GN=Atp6v1a PE=1 SV=1 ,64686145,145939369,86589333,147336908,219522976,5153173,17122194,4874028,13512532,41006742,4283113,38460,5370091,18318861,16484660,4953138,52352818
Q8BKC5,Importin-5 OS=Mus musculus OX=10090 GN=Ipo5 PE=1 SV=3 ,31091607,18604695,8120174,5734229,20742618,9871204,12044054,6149963,9874370,14639292,21662190,15440257,21383130,17842472,13606895,10659098,30198278
A0A1B0GRH4,Ferritin OS=Mus musculus OX=10090 GN=Ftl1 PE=1 SV=1 ,105742205,80005126,92433689,79028081,106146503,83023816,110634656,54036407,73293396,64606010,131597748,55503877,107110760,551994042,232897279,226592352,257438470
E0CXB1,Proteasome endopeptidase complex OS=Mus musculus OX=10090 GN=Psma6 PE=1 SV=1 ,116188361,205348763,90212485,146273232,196489434,114803873,146075863,199737147,157826818,121418393,65804447,110329873,110115409,93798947,93309484,199389968,123601979
G3UW85,Enhancer of rudimentary homolog OS=Mus musculus OX=10090 GN=Erh PE=1 SV=1 ,7455817,6260308,2346890,1220815,465298,6757575,3013652,3033514,2747447,5531757,78528730,2009383,40839466,46609720,36045334,50129251,1504013
G3UW82,"MCG140437, isoform CRA_d OS=Mus musculus OX=10090 GN=Myh2 PE=1 SV=1 ",24622299,6453381,7731691,12942773,37053438,3001955,29855286,3996522,18032402,1673027,1158473,8488542,9745092,5488485,43139869,11556909,30707688
E9Q2E4,HECT domain E3 ubiquitin protein ligase 4 OS=Mus musculus OX=10090 GN=Hectd4 PE=1 SV=2 ,8488864,20277421,17753485,23458501,67177313,23418254,27897243,26603998,42750055,16145591,1317908,7912813,1828680,2507232,4353524,1272272,12230165
E9PWQ9,C-terminal-binding protein 2 (Fragment) OS=Mus musculus OX=10090 GN=Ctbp2 PE=1 SV=1 ,60701079,34907042,41848986,60211685,116878559,36416288,73491182,10045206,79953292,39660044,20766658,52636172,47148849,27430083,30718099,90897315,76333731
E9PX29,Spectrin beta chain OS=Mus musculus OX=10090 GN=Sptbn4 PE=1 SV=1 ,1302221308,646188189,314664910,722662953,392128960,458808698,374541070,332867470,351484348,35895722,19240730,39399490,17557409,37662264,22115163,39118949,769172531
P63168,"Dynein light chain 1, cytoplasmic OS=Mus musculus OX=10090 GN=Dynll1 PE=1 SV=1 ",33342311,30272885,30012602,16270964,37507384,43737990,75810677,40007109,51558626,982480608,61697892,84739083,62918405,52557008,74611384,63723076,2276225223
E9PX27,Heat shock protein HSP 90-beta OS=Mus musculus OX=10090 GN=Hsp90ab1 PE=1 SV=1 ,151414239,153973193,114786817,66615991,59435246,115830987,19745141,61070573,41801496,127290557,20185660,54142015,23584665,29043045,89942298,171215505,85352809
A0A0U1RQ18,Glucose-6-phosphate isomerase (Fragment) OS=Mus musculus OX=10090 GN=Gpi1 PE=1 SV=1 ,420769460,480143865,440679260,570326150,384225709,445603576,240270690,501409528,340598527,511187361,82364506,332584963,165551413,115214125,348213923,850799156,336176357
P56677,Suppressor of tumorigenicity 14 protein homolog OS=Mus musculus OX=10090 GN=St14 PE=1 SV=2 ,80148612,50093824,121282659,437864102,256707723,128684587,88129527,464457763,266456191,51327230,172423099,80615651,241743642,256924677,125585302,332305996,132400361
P62075,Mitochondrial import inner membrane translocase subunit Tim13 OS=Mus musculus OX=10090 GN=Timm13 PE=1 SV=1 ,5173281,7832632,9535435,1113868,15090232,8433458,4468448,3991050,2030984,4113823,1450992,3551074,3672837,186645,3368576,5716773,15451006
Q8VDW0,ATP-dependent RNA helicase DDX39A OS=Mus musculus OX=10090 GN=Ddx39a PE=1 SV=1 ,33371665,62534609,27002897,224228052,121684454,80475707,61237594,307154491,171861966,53510616,17419622,47145778,14997456,11508384,13425790,23396482,54380579
P62071,Ras-related protein R-Ras2 OS=Mus musculus OX=10090 GN=Rras2 PE=1 SV=1 ,1654378,2867862,4630661,3432537,13455941,3737152,6813245,3766109,5110716,2275392,2308049,3315266,5379307,48567855,15487158,51137756,1633954
G3X9T8,Ceruloplasmin OS=Mus musculus OX=10090 GN=Cp PE=1 SV=1 ,85336382,68923115,100509507,72871978,68898231,64029828,47618683,70412686,54572236,55829972,663442715,72663452,101311068,146453429,113137697,161410853,93302265
Q5SUC6,Uridine phosphorylase 1 (Fragment) OS=Mus musculus OX=10090 GN=Upp1 PE=1 SV=1 ,5911380,11079626,6798611,8710425,17134830,6847998,27547359,87328922,10091687,3799205,9918699,11042323,5643862,9089376,12708180,17524134,12467812
G3X9T5,"MCG123425, isoform CRA_b OS=Mus musculus OX=10090 GN=Ttc14 PE=1 SV=3 ",91409525,65845947,101055317,22814347,23115677,104446798,35759059,127421827,101495056,44366862,34621143,11396532,98762385,45232756,32555646,73335357,69644542
A0A1B0GRG8,Predicted gene 5678 OS=Mus musculus OX=10090 GN=Gm5678 PE=3 SV=1 ,166810268,133626557,248765236,144181718,231423773,251683785,75759901,196920066,46625314,161084631,39707255,30901948,21756685,40351803,110585921,59048279,228509540
A0A1B0GRG4,Ribonuclease inhibitor (Fragment) OS=Mus musculus OX=10090 GN=Rnh1 PE=1 SV=1 ,140575058,19738981,45249975,32850304,51800428,44613180,35271675,25893028,35831137,70802542,22931618,59743453,45275087,14641502,17526572,29346773,55247322
A0A1D5RLH4,Golgin subfamily A member 4 (Fragment) OS=Mus musculus OX=10090 GN=Golga4 PE=1 SV=1 ,10471669,13441937,7379867,5841989,9283049,6629818,10164357,4702566,8707363,3805600,53586275,7153657,13252051,54221005,33876441,32479608,6375715
F6ZQQ3,26S proteasome non-ATPase regulatory subunit 13 (Fragment) OS=Mus musculus OX=10090 GN=Psmd13 PE=1 SV=1 ,68277365,6425123,49317264,64862448,130727643,52121181,85285369,27312230,74002290,90751310,743519,85822732,17592814,748850,14175870,8633041,78671060
D3Z7M9,Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Mus musculus OX=10090 GN=Anp32a PE=1 SV=1 ,48642097,54491320,83072140,55831146,72064368,67598787,106058378,67368645,92734805,122507493,179589105,146711994,119060996,162864005,175291342,126523096,78287979
A0A0R4J1M6,"DiGeorge syndrome critical region gene 2, isoform CRA_c OS=Mus musculus OX=10090 GN=Dgcr2 PE=4 SV=1 ",64147691,106948889,56137275,145050622,125558267,62950438,113631901,44838713,118487142,129161604,12084361,51223918,44658699,16543285,36565032,22279704,74426084
Q923D2,Flavin reductase (NADPH) OS=Mus musculus OX=10090 GN=Blvrb PE=1 SV=3 ,79303680,36629663,89712772,38133203,103527160,42365849,42078973,60745724,43050214,50780911,52387235,26826119,25342372,16441592,39110032,44945106,48177173
G3UVV4,"Hexokinase 1, isoform CRA_f OS=Mus musculus OX=10090 GN=Hk1 PE=1 SV=1 ",100633891,86625252,93574840,60371740,164362990,95142960,235022552,286957914,88895579,124012755,633010585,125517399,724860849,78873728,57907071,339670760,169951401
D3Z1A1,Dihydropteridine reductase (Fragment) OS=Mus musculus OX=10090 GN=Qdpr PE=1 SV=1 ,68820016,111652123,113182918,69988287,58370079,116258197,67472409,21950282,86068464,79385586,24055071,129684560,31513679,5029017,12533880,48984388,58225001
F6XIG5,Coatomer subunit epsilon (Fragment) OS=Mus musculus OX=10090 GN=Cope PE=1 SV=1 ,44930514,3449955,47192777,5423307,13770103,27295273,7700045,5955597,6032002,40698769,1001324,31177103,2310015,4486715,13682080,5762162,11476549
P06467,Hemoglobin subunit zeta OS=Mus musculus OX=10090 GN=Hbz PE=2 SV=2 ,407739356,211664820,677286835,58851178,382531542,159388076,357089289,613105766,257247673,302727863,177306873,95838629,352342466,360639524,67875969,219605901,698193649
D3YVM5,60S acidic ribosomal protein P0 (Fragment) OS=Mus musculus OX=10090 GN=Rplp0 PE=1 SV=1 ,648107561,218941400,820754745,177539786,1078912306,470225369,471659577,59949662,1207154370,828145619,75000369,731522978,130013227,140187823,173235750,108729072,497503670
F6Z1R4,Clathrin heavy chain 1 (Fragment) OS=Mus musculus OX=10090 GN=Cltc PE=1 SV=1 ,114930151,78983004,49390000,45599386,125690308,44516354,129357889,46263288,129020067,50525891,84882157,49702459,62529813,36544455,207178136,69651719,93164693
E9PWP9,RIKEN cDNA 4931408C20 gene OS=Mus musculus OX=10090 GN=4931408C20Rik PE=4 SV=1 ,19206370,519041982,14997172,24180458,32329645,15391250,29807210,294360674,42450571,247141188,34931230,139693918,2145132,10765035,10601007,17521370,100935697
D3YVM4,Polymeric immunoglobulin receptor (Fragment) OS=Mus musculus OX=10090 GN=Pigr PE=1 SV=8 ,499130794,626909058,450987879,542823431,501098285,442496527,618171001,456733355,378345108,461176609,216220990,637157619,361400688,278683358,475656951,394918674,454211750
E9PWP7,"Mucin 3, intestinal OS=Mus musculus OX=10090 GN=Muc3 PE=1 SV=3 ",20711379,27417869,17275042,17141059,17313948,11736130,22424089,37406008,25184555,16829476,63521956,13751322,37256511,55142079,52042707,45512965,21162489
E9Q2D1,"Actin, cytoplasmic 1 (Fragment) OS=Mus musculus OX=10090 GN=Actb PE=1 SV=1 ",1347112864,313016618,2088946339,316447703,572497676,2178185186,874382679,1472426451,862390541,530860396,61513079,133044236,506386066,259636779,246981815,207268310,1363942364
P27773,Protein disulfide-isomerase A3 OS=Mus musculus OX=10090 GN=Pdia3 PE=1 SV=2 ,309047489,267847506,368794072,352721273,654296991,538163045,417765086,199726181,248686575,522943715,228680326,539692884,420607754,421045590,431126043,555332104,424038906
Q3TMQ6,Angiogenin-4 OS=Mus musculus OX=10090 GN=Ang4 PE=1 SV=1 ,19708125,18564563,10714193,11666927,4351579,3333367,14760133,15883371,4543026,7797183,3651173,6438015,9205086,4342196,5655518,10003016,12266958
A2AQ19,RNA polymerase-associated protein RTF1 homolog OS=Mus musculus OX=10090 GN=Rtf1 PE=1 SV=1 ,12212083,12835625,15029694,17295656,22967750,9962770,20475479,34628347,22572909,46496713,66209795,55010415,7981907,48179589,50110011,25807127,15360858
Q60854,Serpin B6 OS=Mus musculus OX=10090 GN=Serpinb6 PE=1 SV=1 ,465786877,427447139,663469759,916189725,569509888,1123912834,773475637,461124074,540129787,440382025,416181852,564692694,376456101,442715175,797307118,697933325,424670459
F7CFA5,"Glutamate dehydrogenase 1, mitochondrial (Fragment) OS=Mus musculus OX=10090 GN=Glud1 PE=1 SV=1 ",20653715,11991670,17367808,11616581,12851319,21934542,14004563,18406217,9291609,31060093,17876775,21160900,4853268,369306,17740699,2299697,14737013
A0A0R4J1L9,Microtubule-associated tumor suppressor 1 homolog OS=Mus musculus OX=10090 GN=Mtus1 PE=1 SV=1 ,48763591,82896756,36832420,10371587,18053939,48361295,18423191,13474464,18668274,40371457,9271355,21460819,939280,8841205,15095226,2603845,24830987
Q9D848,CRS1C-3 OS=Mus musculus OX=10090 GN=AY761184 PE=1 SV=1 ,12329748,14902479,15110092,13241618,11882679,18227055,29786964,32611819,12028645,6914859,11735003,8500175,239841,14607580,5862609,11008064,12038504
A0A0R4J1L4,AP-1 complex subunit mu-2 OS=Mus musculus OX=10090 GN=Ap1m2 PE=1 SV=1 ,4057584,9205020,5067778,6112785,6461527,6653289,1371227,12402887,8776728,55914619,20761881,3917968,54168019,17476185,14296512,98879751,103448666
Q9D1G1,Ras-related protein Rab-1B OS=Mus musculus OX=10090 GN=Rab1b PE=1 SV=1 ,20204492,38687019,17939575,18005917,39666713,17040290,10965183,7826205,17833378,21202722,23392107,20045685,27482395,54031874,61698473,97430212,15342697
A0A0R4J1L2,Elongation factor 1-delta OS=Mus musculus OX=10090 GN=Eef1d PE=1 SV=1 ,154267517,226964819,39471648,241447860,282191042,38153148,366916468,328334370,51760170,301009807,14262237,111099475,65844484,41018199,127167657,228284741,266267785
Q00898,Alpha-1-antitrypsin 1-5 OS=Mus musculus OX=10090 GN=Serpina1e PE=1 SV=1 ,1030103817,808787878,1135430605,1577404671,1038281454,1062432602,948377763,1660428857,842172616,1352539590,1642176784,1387033997,1209413076,2488544745,2099017815,2220440985,1211658258
Q8BWY3,Eukaryotic peptide chain release factor subunit 1 OS=Mus musculus OX=10090 GN=Etf1 PE=1 SV=4 ,15834903,14086743,13512311,7849179,10255196,9240279,7875155,6931647,8880384,3471240,3172315,11825552,1274081,46644791,31809241,9027389,12668793
Q00897,Alpha-1-antitrypsin 1-4 OS=Mus musculus OX=10090 GN=Serpina1d PE=1 SV=1 ,1514399573,1028787843,1439008867,2266841704,1623030985,1638122540,1211475661,2073847831,1311424130,1904696112,1927297471,1731945633,1730293261,2769083008,3021320641,2828206475,1803679923
Q00896,Alpha-1-antitrypsin 1-3 OS=Mus musculus OX=10090 GN=Serpina1c PE=1 SV=2 ,1136134978,1081538146,1364685580,2107843186,1495051107,1510124407,1032383046,2084335044,1147810097,1631426137,1798486255,1645593193,1658810370,2417752314,3053222617,2620968563,1745915812
B9EHX4,Serine-protein kinase ATM OS=Mus musculus OX=10090 GN=Atm PE=1 SV=1 ,4675566,2505607,9915425,10823614,1455469,2973532,338770,4409088,3644388,2088896,4472661,2935041,659677,15756822,6068358,1817878,4462952
Q9D7S0,Ly6/PLAUR domain-containing protein 8 OS=Mus musculus OX=10090 GN=Lypd8 PE=1 SV=1 ,364237048,565794140,313413037,321266467,97101553,308758124,342400275,409378842,347116122,236311286,960373397,276827491,448222948,1812258245,1064606564,667479909,247367690
E9PX03,Coronin OS=Mus musculus OX=10090 GN=Coro1c PE=1 SV=1 ,30593696,20813952,25698652,11646675,9396917,58344727,18442803,45339591,16375096,36080726,22543803,11895971,6981192,168942337,198572282,39722843,20953182
A0A0U1RPN8,Fructose-bisphosphate aldolase A (Fragment) OS=Mus musculus OX=10090 GN=Aldoa PE=1 SV=1 ,1011090509,933633269,1017415089,558042557,555760067,1292719650,550250592,847632003,443821273,829638449,508022077,418734703,513641719,655314832,561036821,514582207,615174755
Q8VE62,Polyadenylate-binding protein-interacting protein 1 OS=Mus musculus OX=10090 GN=Paip1 PE=1 SV=1 ,17535414,8359949,5893618,121479039,21131281,55140955,60468314,12745805,58723580,17401494,3751098,29290463,11222573,2756191,22363447,13338012,16810677
A0A0U1RPN5,Kallikrein-1 (Fragment) OS=Mus musculus OX=10090 GN=Klk1 PE=1 SV=1 ,9259784923,10636394708,6170890553,11042522843,8153162088,5434031852,7524163024,10547398999,7224412375,10700147046,13860896533,11340021411,16702591936,13317070782,17179857934,15699012638,11694067680
Q9ERD7,Tubulin beta-3 chain OS=Mus musculus OX=10090 GN=Tubb3 PE=1 SV=1 ,80157679,30429249,40342977,86677816,136490525,51801023,177419059,21867397,101999741,79892313,35191662,71066249,16274938,73351253,17160536,34111041,81764742
F7C9G3,"4-aminobutyrate aminotransferase, mitochondrial (Fragment) OS=Mus musculus OX=10090 GN=Abat PE=1 SV=1 ",43538776,10522975,16320616,16499525,26549722,24483182,32772374,7982298,25933470,58748649,7883951,16785805,16769142,27945925,44732505,21382657,60531288
V9GXY8,Quinone oxidoreductase OS=Mus musculus OX=10090 GN=Cryz PE=1 SV=1 ,33783699,34544498,6271956,21836622,16283916,35918711,19366365,3831758,27254647,23859883,3500468,15220371,29154615,1357761,5674800,38604157,13012522
E9QL53,Citron Rho-interacting kinase OS=Mus musculus OX=10090 GN=Cit PE=1 SV=1 ,10415199,19964060,9926478,17716496,24833617,6200925,12380739,21905641,13899603,8030839,6690417,20300401,39390629,14947964,87510872,15910845,14309387
A2AQ07,Tubulin beta-1 chain OS=Mus musculus OX=10090 GN=Tubb1 PE=1 SV=1 ,4840434,1395171,9168378,5620993,28279758,16681203,5167753,3573755,5161814,5040948,2048382,5281263,926193,20488941,4441973,295261,4498801
F2Z483,T-complex protein 1 subunit alpha OS=Mus musculus OX=10090 GN=Tcp1 PE=1 SV=1 ,6186050,131782162,92577076,70821281,42224461,116708394,55697348,45852961,40604476,124038083,96630323,44617952,54769585,17442733,93419037,91297127,69940046
Q6S9I3,HMW kininogen-II OS=Mus musculus OX=10090 GN=Kng2 PE=1 SV=1 ,32585870,24505045,30232258,29800091,26942076,22605678,24009483,22600034,23725158,35489023,26821511,22919668,61787887,27692405,167466650,189198921,26037303
Q6S9I2,HMW-kininogen-II variant OS=Mus musculus OX=10090 GN=Kng2 PE=1 SV=1 ,32585870,24505045,30232258,29800091,26942076,22605678,24009483,22600034,23725158,35489023,26821511,22919668,61787887,27692405,167466650,189198921,26037303
D3Z7K0,Ubiquitin thioesterase OTUB1 (Fragment) OS=Mus musculus OX=10090 GN=Otub1 PE=1 SV=1 ,8390507,8131613,13033995,8803715,9207582,14946712,14740982,9160807,12110034,5732215,5840170,5096494,51862953,2039014,6874567,13109712,4464019
Q6S9I0,Kininogen 2 OS=Mus musculus OX=10090 GN=Kng2 PE=1 SV=1 ,32585870,24505045,30232258,29800091,26942076,22605678,24009483,22600034,23725158,35489023,26821511,22919668,61787887,27692405,167466650,189198921,26037303
A0A338P731,40S ribosomal protein S10 (Fragment) OS=Mus musculus OX=10090 GN=Rps10 PE=1 SV=1 ,34874285,21962289,40749238,25551236,16717445,44921127,39427469,16806010,32880915,19907820,6213251,23169866,7475117,69696624,49845397,3560772,28749576
E9Q8N1,Titin OS=Mus musculus OX=10090 GN=Ttn PE=1 SV=1 ,665840036,387884599,307827860,279004260,1344850402,274848130,869683048,119824928,657362976,527566619,999618065,582492579,536729516,637787683,941596485,863065358,1151096811
